ISO_codes,Name_x,status,cantidad de hablantes,country,IDH,coordinates,Population,Unnamed: 0,Name_y,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,Genus,GenusIcon,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
yux,Southern Yukaghir,1,50,Russia,0.816,Point(94.25 66.416666666),146804372,yko,Yukaghir (Kolyma),Eurasia,65.75,150.83333333299998,yux,Yukaghir,,Yukaghir,tff6600,RU,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,2.0,,,2.0,1.0,3.0,3.0,1.0,6.0,4.0,1.0,1.0,4.0,1.0,,4.0,5.0,1.0,3.0,3.0,3.0,2.0,,2.0,,,1.0,,,,,2.0,2.0,1.0,1.0,,,1.0,,,3.0,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,1.0,5.0,4.0,,1.0,1.0,3.0,,,,,2.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,7.0,2.0,5.0,5.0,3.0,,3.0,3.0,2.0,2.0,1.0,6.0,1.0,1.0,,2.0,7.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,,2.0,2.0,1.0,2.0,2.0,6.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,6.0,,,,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
mok,Morori,1,50,Indonesia,0.6940000000000001,Point(118.0 -2.0),270625568,mri,Moraori,Papunesia,-8.583333333330001,140.66666666700002,mok,,,,c000000,ID,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,,2.0,,,1.0,,,,,
jmd,Yamdena,0,30,Indonesia,0.6940000000000001,Point(118.0 -2.0),270625568,ymd,Yamdena,Papunesia,-7.5,131.5,jmd,Austronesian,,Central Malayo-Polynesian,t99ffff,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
alc,Kawésqar,1,12,Chile,0.8320000000000001,Point(-71.0 -33.0),18054726,qaw,Qawasqar,South America,-49.0,-75.0,alc,Alacalufan,,Alacalufan,cffff00,CL,1.0,,1.0,1.0,1.0,,,2.0,,,,,2.0,,,,,1.0,7.0,,2.0,,,,1.0,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,,,1.0,,,,2.0,,,,4.0,1.0,4.0,21.0,4.0,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,2.0,,,,2.0,,5.0,1.0,,,,6.0,,,,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,3.0,,1.0,1.0,4.0,5.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,3.0,2.0,,,,,,,,,6.0,,5.0,1.0,,,,,
bck,Bunuba,1,110,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,bnb,Bunuba,Australia,-17.75,125.75,bck,Bunuban,,Bunuban,dff66ff,AU,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,5.0,5.0,5.0,,,
alh,Alawa,1,12,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,alw,Alawa,Australia,-15.166666666700001,134.25,alh,Mangarrayi-Maran,,Alawa,sffffcc,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,,3.0,1.0,3.0,,,,,,,,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,4.0,,,,,,,,,,,1.0,,1.0,,,,,,2.0,2.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,4.0,2.0,1.0,2.0,,,,,,,1.0,1.0,,,1.0,,7.0,,3.0,3.0,6.0,2.0,,3.0,1.0,,2.0,,,,,,,,,,,1.0,5.0,5.0,5.0,,,
lrg,Laragiya,1,23,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,lar,Laragia,Australia,-12.666666666700001,130.83333333299998,lrg,Darwin Region,,Laragia,saa0000,AU,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,1.0,6.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,1.0,,2.0,,,
gni,Guniyandi,1,100,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,goo,Gooniyandi,Australia,-18.3333333333,126.333333333,gni,Bunuban,,Bunuban,dff66ff,AU,2.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,8.0,5.0,2.0,,2.0,1.0,2.0,1.0,7.0,1.0,,,,,1.0,,,2.0,2.0,,2.0,2.0,3.0,1.0,2.0,2.0,,,6.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,4.0,4.0,21.0,3.0,,,,,,,,,,22.0,,,,,,,,,,,,,,2.0,8.0,4.0,1.0,3.0,1.0,3.0,7.0,1.0,1.0,4.0,3.0,2.0,5.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,,6.0,1.0,1.0,,5.0,,4.0,5.0,2.0,,1.0,6.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,8.0,,3.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,2.0,,2.0,,2.0,5.0,4.0,5.0,1.0,1.0,7.0,,1.0,1.0,6.0,3.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,5.0,,2.0,4.0,4.0,1.0
gge,Guragone,1,60,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,grg,Gurr-goni,Australia,-12.25,134.41666666700002,gge,Mangrida,,Burarran,dffcc00,AU,,2.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,,,3.0,1.0,,,,,,,,,,,,,,5.0,5.0,5.0,,,
zmr,Marranj,1,15,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,mku,Maranungku,Australia,-13.666666666700001,130.0,zmr,Western Daly,,Wagaydy,fffffcc,AU,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,2.0,1.0,7.0,,6.0,,2.0,1.0,1.0,2.0,,2.0,,4.0,1.0,,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,3.0,,1.0,,,,15.0,,1.0,,1.0,1.0,4.0,19.0,1.0,,,,,,,,,,17.0,,,1.0,2.0,4.0,8.0,5.0,,,,,,,2.0,8.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,3.0,2.0,,,,9.0,1.0,5.0,,,,5.0,,2.0,5.0,,,,3.0,,,,2.0,9.0,1.0,3.0,9.0,,,,,,2.0,,,,1.0,,,,,,,,,,5.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,2.0,6.0,1.0,,1.0,,2.0,1.0,,
mfr,Marrithiyel,1,15,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,mrh,Marrithiyel,Australia,-13.833333333299999,130.0,mfr,Western Daly,,Bringen,faa0000,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,6.0,1.0,,2.0,,2.0,,,,,,,,,,,,,1.0,,2.0,,,
mfr,Marrithiyel,1,20,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,mrh,Marrithiyel,Australia,-13.833333333299999,130.0,mfr,Western Daly,,Bringen,faa0000,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,6.0,1.0,,2.0,,2.0,,,,,,,,,,,,,1.0,,2.0,,,
nck,Nakkara,1,58,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,nkk,Nakkara,Australia,-12.1166666667,134.41666666700002,nck,Mangrida,,Nakkara,f0000dd,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
ywr,Yawuru,9 Reawakening,30,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,ywr,Yawuru,Australia,-18.0,122.5,ywr,Nyulnyulan,,Nyulnyulan,fff6600,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,,2.0,3.0,6.0,3.0,2.0,1.0,,,,,,,,,,,,,,,5.0,5.0,5.0,,,
ywr,Yawuru,9 Reawakening,6,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,ywr,Yawuru,Australia,-18.0,122.5,ywr,Nyulnyulan,,Nyulnyulan,fff6600,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,,2.0,3.0,6.0,3.0,2.0,1.0,,,,,,,,,,,,,,,5.0,5.0,5.0,,,
gnn,Gumatj,0,116,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,gmt,Gumatj,Australia,-12.5,135.5,gnn,Pama-Nyungan,,Western Pama-Nyungan,t99ffff,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnn,Gumatj,0,240,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,gmt,Gumatj,Australia,-12.5,135.5,gnn,Pama-Nyungan,,Western Pama-Nyungan,t99ffff,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amy,Ami,1,30,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,emm,Emmi,Australia,-13.5,130.0,amy,Western Daly,,Wagaydy,fffffcc,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,1.0,,2.0,,2.0,,,,,,,,,,,1.0,,5.0,5.0,5.0,,,
arl,Arabela,1,50,Peru,0.75,Point(-76.0 -9.4),29381884,arb,Arabela,South America,-2.0,-75.1666666667,arl,Zaparoan,,Zaparoan,tffffcc,PE,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,5.0,2.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,7.0,1.0,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0
iqu,Iquito,1,35,Peru,0.75,Point(-76.0 -9.4),29381884,iqu,Iquito,South America,-3.25,-74.0,iqu,Zaparoan,,Zaparoan,tffffcc,PE,2.0,,4.0,2.0,1.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,1.0,1.0,,1.0,,,,1.0,8.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,3.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,5.0,2.0,2.0,2.0,,,,2.0,4.0,,,,,2.0,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,,1.0,,3.0,,4.0,,,
aro,Araona,1,81,Bolivia,0.693,Point(-64.991228611 -17.056869611),11051600,ana,Araona,South America,-12.333333333299999,-67.75,aro,Tacanan,,Tacanan,sff6600,BO,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,2.0,,,2.0,6.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,4.0,,,,,,1.0,,,6.0,,,,,,,,,,,1.0,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,18.0,,,,,,,,,,,,3.0,8.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,2.0,,3.0,1.0,1.0,,,,7.0,,7.0,1.0,5.0,5.0,5.0,,4.0,1.0,,,,6.0,,1.0,,2.0,5.0,4.0,3.0,1.0,,,,,,4.0,,,,4.0,,,,,3.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,5.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,1.0,,,,,,6.0,,2.0,1.0,2.0,2.0,4.0,4.0,3.0
agu,Awakatek,0,27,Guatemala,0.627,Point(-90.25 15.5),17263239,agu,Aguacatec,North America,15.416666666700001,-91.3333333333,agu,Mayan,,Mayan,tff6600,GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
pcm,Nigerian Pidgin,0,30,Nigeria,0.532,Point(8.0 9.0),190886311,npi,Nigerian Pidgin,Africa,6.5,3.33333333333,pcm,other,,Creoles and Pidgins,taa0000,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ain,Ainu,1,10,Japan,0.909,Point(136.0 35.0),126434565,ain,Ainu,Eurasia,43.0,143.0,ain,,,,cffcc00,JP,6.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,,,2.0,2.0,1.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,3.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,1.0,1.0,1.0,,,,3.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,,,5.0,,2.0,5.0,2.0,2.0,1.0,6.0,2.0,1.0,,3.0,9.0,1.0,2.0,9.0,2.0,1.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,,,1.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
ain,Ainu,1,10,Russia,0.816,Point(94.25 66.416666666),146804372,ain,Ainu,Eurasia,43.0,143.0,ain,,,,cffcc00,JP,6.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,,,2.0,2.0,1.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,3.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,1.0,1.0,1.0,,,,3.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,,,5.0,,2.0,5.0,2.0,2.0,1.0,6.0,2.0,1.0,,3.0,9.0,1.0,2.0,9.0,2.0,1.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,,,1.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
hup,Hupa,1,8,United States of America,0.92,Point(-98.5795 39.828175),331449281,hup,Hupa,North America,41.0833333333,-123.666666667,hup,Na-Dene,,Athapaskan,c99ffff,US,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,21.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,5.0,,,,1.0,,,,9.0,,,,2.0,,,,5.0,,,,,,,1.0,,,,1.0,,1.0,2.0,,,,,1.0,,,,1.0,,,,,,,,,,4.0,2.0,,,,,,,,3.0,2.0,4.0,5.0,2.0,2.0,7.0,,3.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,,1.0,,,,,,,2.0,,5.0,5.0,5.0,,,
ari,Arikara,1,10,United States of America,0.92,Point(-98.5795 39.828175),331449281,akr,Arikara,North America,45.5,-100.5,ari,Caddoan,,Caddoan,dff66ff,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmw,Plains Miwok,1,0,United States of America,0.92,Point(-98.5795 39.828175),331449281,mwp,Miwok (Plains),North America,38.0,-121.0,pmw,Penutian,Utian,Miwok,cdd0000,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cob,Chicomuceltec,1,0,Mexico,0.7559999999999999,Point(-102.0 23.0),124777324,cec,Chicomuceltec,North America,15.5,-92.25,cob,Mayan,,Mayan,tff6600,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uks,Ka'apor Sign Language,1,0,Brazil,0.754,Point(-53.0 -14.0),210147125,usl,Urubú Sign Language,South America,-2.33333333333,-46.0,uks,other,,Sign Languages,t99ffff,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ysr,Sirenik Eskimo,1,5,Russia,0.816,Point(94.25 66.416666666),146804372,ysi,Yupik (Sirenik),Eurasia,64.5,-174.0,ysr,Eskimo-Aleut,,Eskimo,t990099,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
gin,Hinuq,1,5,Russia,0.816,Point(94.25 66.416666666),146804372,hnk,Hinuq,Eurasia,42.1666666667,46.0,gin,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,cffcc00,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
oac,Oroch,1,8,Russia,0.816,Point(94.25 66.416666666),146804372,orc,Oroch,Eurasia,50.3333333333,137.5,oac,Altaic,,Tungusic,d66ff33,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
yug,Yugh,1,1,Russia,0.816,Point(94.25 66.416666666),146804372,yug,Yugh,Eurasia,61.0,90.0,yug,Yeniseian,,Yeniseian,tdd0000,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
