ID,Name,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,ISO_codes,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A,Lexifier,Num_Speakers,Abandono,Pidgin/Creole
nbb,Nambas (Big),Papunesia,-16.0833333333,167.2,nmb,Austronesian,Eastern Malayo-Polynesian,nmb,VU,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nbd,Nubian (Dongolese),Africa,18.25,30.75,dgl,Eastern Sudanic,,dgl,SD,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,2.0,1.0,2.0,1.0,,2.0,,,,,,,4.0,,,3.0,3.0,3.0,1.0,1.0,,2.0,,1.0,,,,,,,,,1.0,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,4.0,4.0,,,,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,,4.0,2.0,,1.0,1.0,1.0,2.0,6.0,4.0,,4.0,1.0,3.0,,,3.0,2.0,,,6.0,1.0,2.0,2.0,3.0,6.0,,2.0,6.0,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,6.0,2.0,,,,,,,,2.0,,1.0,2.0,4.0,2.0,3.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,1.0,,1.0,,,,,1.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,,,,,0.0
nbe,Ngombe,Africa,3.0,23.0,ngc,Niger-Congo,Benue-Congo,ngc,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nbh,Ghulfan,Africa,12.0,31.0,ghl,Eastern Sudanic,,ghl,SD,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nbk,Natügu,Papunesia,-10.7833333333,165.866666667,ntu,Austronesian,Eastern Malayo-Polynesian,ntu,SB,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0
nbm,Ngbaka (Ma'bo),Africa,3.56,18.36,nbm,Niger-Congo,Adamawa-Ubangi,nbm,CD,,1.0,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,0.0
nbo,Nyambo,Africa,-1.0,31.3333333333,now,Niger-Congo,Benue-Congo,now,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nbr,Ngäbere,North America,8.66666666667,-82.0,gym,Chibchan,,gym,PA,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,2.0,,2.0,,,7.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,5.0,,1.0,,,,,,,,,6.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,,2.0,,1.0,,2.0,,,,,,,0.0
nca,Nicobarese (Car),Eurasia,9.0,93.0,caq,Austro-Asiatic,Mon-Khmer,caq,IN,,,,,,,,,,,,,,,,2.0,2.0,1.0,7.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,1.0,4.0,4.0,12.0,3.0,,,,,,,,,,,,,,,,,,4.0,,1.0,6.0,4.0,,,,,,,,,,,,4.0,4.0,4.0,5.0,2.0,2.0,,,,,3.0,3.0,2.0,9.0,,,,1.0,2.0,,,,,,,,,,,,,,,,9.0,,,3.0,2.0,,4.0,2.0,1.0,1.0,,,,,1.0,,2.0,4.0,2.0,4.0,2.0,,5.0,2.0,1.0,,,,,,,,,,,4.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,2.0,,3.0,1.0,4.0,,3.0,,,,,,,0.0
ncm,Ncàm,Africa,9.33333333333,0.666666666667,bud,Niger-Congo,Gur,bud,TG GH,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,4.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,2.0,,5.0,4.0,4.0,,,,,,,0.0
ndb,Ndebele (in South Africa),Africa,-25.3333333333,29.0,nbl,Niger-Congo,Benue-Congo,nbl,ZA,,2.0,,,,2.0,,,,,,,,,,,6.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,20.0,,,14.0,,9.0,,4.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,1.0,6.0,,,5.0,5.0,,,,,,,,,,2.0,,,,,,2.0,,,,,,4.0,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,,2.0,2.0,,,,4.0,,,,,,,0.0
nde,Nande,Africa,-0.0833333333333,29.1666666667,nnb,Niger-Congo,Benue-Congo,nnb,CD,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0
ndg,Ndogo,Africa,7.75,27.0,ndz,Niger-Congo,Adamawa-Ubangi,ndz,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ndi,Ngbandi,Africa,3.75,22.0,,Niger-Congo,Adamawa-Ubangi,nbw ngb,CD,,,,,,,,,,,,,,,,,,,,,6.0,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,6.0,2.0,,4.0,,4.0,,,,,,,0.0
ndj,Ndjébbana,Australia,-12.1666666667,134.116666667,djj,Mangrida,,djj,AU,,2.0,,,,3.0,,,,,,,,,,,2.0,,,1.0,6.0,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,1.0,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,5.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,3.0,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,7.0,,1.0,1.0,6.0,1.0,,2.0,1.0,2.0,,,,,,,,,,6.0,2.0,,1.0,,2.0,,,,,,,0.0
ndo,Ndonga,Africa,-18.0,17.0,ndo,Niger-Congo,Benue-Congo,ndo,AO NA,2.0,1.0,5.0,2.0,2.0,,,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,5.0,5.0,,,,,,,,2.0,,,,2.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,,2.0,1.0,4.0,4.0,4.0,,,,,,,0.0
ndr,Nadroga,Papunesia,-18.0833333333,177.416666667,fij,Austronesian,Eastern Malayo-Polynesian,fij,FJ,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,3.0,,,,,,,,,,,,,,,,,,6.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2.0,2.0,,,2.0,2.0,2.0,,,1.0,,1.0,,,,,,6.0,,,,4.0,4.0,,,,,,,0.0
ndt,Ndut,Africa,14.9166666667,-16.9166666667,ndv,Niger-Congo,Atlantic,ndv,SN,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,6.0,,,,4.0,8.0,2.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,2.0,,,,3.0,,,,2.0,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,4.0,,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,3.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,2.0,1.0,4.0,4.0,4.0,,,,,,,0.0
ndu,Ndumu,Africa,-1.66666666667,13.5833333333,nmd,Niger-Congo,Benue-Congo,nmd,GA,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,,,2.0,1.0,4.0,18.0,6.0,,14.0,,5.0,,4.0,6.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2.0,,4.0,,4.0,,,,,,,0.0
ndy,Ndyuka,South America,4.5,-54.5,djk,other,,djk,GF SR,1.0,1.0,1.0,1.0,1.0,,,2.0,3.0,4.0,8.0,5.0,2.0,,1.0,1.0,4.0,1.0,7.0,,6.0,,,,1.0,,,4.0,4.0,,2.0,1.0,1.0,1.0,,2.0,,,1.0,7.0,3.0,1.0,1.0,,,,,,,2.0,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,1.0,5.0,4.0,,1.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,,4.0,3.0,1.0,2.0,3.0,,3.0,1.0,2.0,2.0,1.0,6.0,,,1.0,2.0,1.0,4.0,1.0,9.0,,6.0,,1.0,1.0,4.0,,,,2.0,2.0,6.0,,,,,,,,5.0,1.0,5.0,1.0,,2.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,3.0,6.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,,,,0.0
ned,Nederlandse Gebarentaal,Eurasia,52.25,5.5,dse,other,,dse,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
neg,Negidal,Eurasia,53.0,139.0,neg,Altaic,,neg,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0
neh,Nehan,Papunesia,-4.5,154.2,nsn,Austronesian,Eastern Malayo-Polynesian,nsn,PG,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,1.0,,4.0,4.0,4.0,,,,,,,0.0
nel,Nelemwa,Papunesia,-20.25,164.083333333,nee,Austronesian,Eastern Malayo-Polynesian,nee,NC,,,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,3.0,,,,,,,,,,,1.0,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nen,Nenets (Forest),Eurasia,69.0,72.0,yrk,Uralic,,yrk,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nep,Nepali,Eurasia,28.0,85.0,nep,Indo-European,,nep,NP,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,1.0,2.0,,1.0,1.0,4.0,,,,,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,2.0,4.0,,1.0,,,,,4.0,,,,,,3.0,,,,,2.0,,1.0,,,,,,,,,,2.0,,,1.0,,1.0,,,,,2.0,1.0,,,1.0,1.0,,,,2.0,2.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,2.0,1.0,,1.0,,,,,,,0.0
nev,Nevome,North America,31.0,-112.5,ood,Uto-Aztecan,,ood,MX,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,5.0,1.0,,1.0,,,3.0,,,,0.0
new,Newari (Kathmandu),Eurasia,27.6666666667,85.5,new,Sino-Tibetan,Tibeto-Burman,new,NP,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,2.0,,,,1.0,,,,8.0,3.0,,1.0,,,,,4.0,,,,,,,,,,,2.0,,1.0,,,,3.0,,4.0,,,,2.0,,,,,,,,,,2.0,1.0,,,,2.0,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,5.0,1.0,1.0,1.0,,,,,,,0.0
ney,Neyo,Africa,5.0,-6.0,ney,Niger-Congo,,ney,CI,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,3.0,6.0,,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,1.0,,5.0,5.0,5.0,,,,,,,0.0
nez,Nez Perce,North America,46.0,-116.0,nez,Penutian,,nez,US,6.0,2.0,5.0,2.0,2.0,,,1.0,2.0,1.0,3.0,2.0,2.0,,,2.0,2.0,1.0,7.0,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,3.0,1.0,,,,1.0,4.0,4.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,6.0,,1.0,1.0,4.0,,,,,,,,,4.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,,,4.0,,,,3.0,,4.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,1.0,,6.0,,,,1.0,1.0,1.0,1.0,1.0,,,2.0,,2.0,,,,,2.0,4.0,1.0,,1.0,2.0,1.0,3.0,3.0,1.0,1.0,,,6.0,,7.0,,3.0,3.0,6.0,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,,,,0.0
nga,Nganasan,Eurasia,71.0,93.0,nio,Uralic,,nio,RU,,2.0,,,,,,,,,,,,,,,3.0,,,,2.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,1.0,5.0,3.0,,,,,,,,,2.0,3.0,,,3.0,,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,2.0,,1.0,,,4.0,,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,4.0,,2.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,2.0,,,,,,,,,6.0,,,,,1.0,,,1.0,,,,0.0
ngb,Ngbaka (Minagende),Africa,3.5,20.0,nga,Niger-Congo,,nga,CD,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,2.0,2.0,,2.0,2.0,,,,,,,,,,2.0,2.0,,4.0,,,,,,,,,0.0
ngd,Ngad'a,Papunesia,-8.83333333333,121.0,nxg,Austronesian,,nxg,ID,,,,,,,,,,,,,,,,,4.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,,,,,,,,,,,,,1.0,,,,,,,,9.0,,,,5.0,5.0,,,,,,,,,,,,,,,,9.0,,,,3.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,,3.0,,,,,,,,,2.0,6.0,2.0,1.0,4.0,,4.0,,,,,,,0.0
nge,Ngemba,Africa,6.2,10.0,nge,Niger-Congo,Benue-Congo,nge,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ngg,Ngan'gityemerri,Australia,-14.25,130.416666667,nam,Southern Daly,,nam,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,3.0,1.0,,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,2.0,,,,,,,0.0
ngi,Ngiyambaa,Australia,-31.75,145.5,wyb,Pama-Nyungan,,wyb,AU,6.0,3.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,8.0,5.0,2.0,,2.0,2.0,2.0,1.0,7.0,1.0,1.0,,2.0,2.0,1.0,1.0,,4.0,4.0,1.0,,2.0,3.0,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,4.0,4.0,21.0,1.0,,,,,,,,,,23.0,,,,,,,,,,,,,,1.0,5.0,2.0,1.0,1.0,5.0,,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,5.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,,1.0,,4.0,2.0,1.0,2.0,1.0,,,8.0,,,2.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,1.0,1.0,,,1.0,1.0,6.0,5.0,1.0,3.0,1.0,,2.0,7.0,,,,5.0,2.0,,,3.0,1.0,,,5.0,5.0,4.0,2.0,1.0,,,,0.0
ngj,Ngadjumaja,Australia,-32.3333333333,123.833333333,nju,Pama-Nyungan,,nju,AU,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,7.0,,,,,,,,,,2.0,,,,,,,0.0
ngk,Ngankikurungkurr,Australia,-14.0,130.5,nam,Southern Daly,,nam,AU,2.0,,5.0,2.0,2.0,,,2.0,,,,,,,,,,,,,6.0,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,6.0,,,,,,,,,,,,,3.0,,1.0,,1.0,,,,6.0,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,1.0,,2.0,2.0,2.0,,5.0,,,,,1.0,,,6.0,2.0,,5.0,5.0,5.0,,,,,,,0.0
