ID,Name,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,ISO_codes,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A,Lexifier,Num_Speakers,Abandono,Pidgin/Creole
sea,Southeast Ambrym,Papunesia,-16.3,168.216666667,tvk,Austronesian,Eastern Malayo-Polynesian,tvk,VU,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,2.0,2.0,,,1.0,,1.0,,,,,,6.0,,,,4.0,4.0,,,,,,,0.0
seb,Sebei,Africa,1.33333333333,34.5833333333,kpz,Eastern Sudanic,,kpz,UG,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,2.0,,,,3.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,3.0,,2.0,2.0,,2.0,2.0,2.0,4.0,2.0,2.0,,,,,,,,2.0,,,,4.0,,4.0,,,,,,,0.0
sec,Secoya,South America,-0.333333333333,-76.0,sey,Tucanoan,,sey,EC PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0
sed,Sedang,Eurasia,14.8333333333,108.0,sed,Austro-Asiatic,Mon-Khmer,sed,VN,,,,,,4.0,,,,,,,,,,,4.0,,,,1.0,3.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,7.0,8.0,1.0,5.0,1.0,1.0,5.0,,,,,,,,,1.0,1.0,,,3.0,,,,7.0,3.0,,,,,,,4.0,,,,,,,,,,,1.0,,9.0,,,,,,,,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,7.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,2.0,4.0,2.0,,4.0,4.0,4.0,,,1.0,,,,0.0
see,Seediq,Papunesia,24.1666666667,121.416666667,trv,Austronesian,,trv,TW,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,12.0,3.0,,,,,,,,,,,,,,,,,,4.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,4.0,,4.0,2.0,,,,,,,,,,4.0,,2.0,2.0,,,2.0,3.0,2.0,1.0,,1.0,,1.0,6.0,,,,,,,5.0,,4.0,5.0,,,,,,,0.0
sel,Selknam,South America,-53.0,-70.0,ona,Chon,,ona,AR,2.0,,3.0,1.0,1.0,,,2.0,,,,,2.0,,,2.0,3.0,2.0,1.0,,,3.0,1.0,1.0,,1.0,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,,,1.0,,,,2.0,,,,4.0,1.0,4.0,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,3.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,5.0,,,,3.0,,5.0,1.0,,,,6.0,,,,3.0,9.0,1.0,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,2.0,4.0,2.0,,2.0,2.0,2.0,3.0,1.0,1.0,4.0,5.0,2.0,1.0,5.0,,2.0,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,1.0,,1.0,,,3.0,,,,0.0
sem,Sema,Eurasia,26.0,94.5,nsm,Sino-Tibetan,Tibeto-Burman,nsm,IN,2.0,,3.0,1.0,1.0,,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,8.0,,,,,,,,,,,,,3.0,,,,2.0,,,,6.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,4.0,2.0,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,3.0,2.0,2.0,2.0,1.0,,2.0,,,,,,,0.0
sen,Sena,Africa,-18.0,35.25,seh,Niger-Congo,Benue-Congo,seh,MZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0
ser,Seri,North America,29.0,-112.0,sei,Hokan,,sei,MX,,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,5.0,3.0,2.0,1.0,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,1.0,5.0,2.0,4.0,,,,,,,,,,,,6.0,3.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,,3.0,,,1.0,,,,,2.0,2.0,2.0,1.0,5.0,5.0,,,,,,,0.0
ses,Sesotho,Africa,-28.0,27.0,sot,Niger-Congo,Benue-Congo,sot,LS ZA,,4.0,,,,,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,6.0,,1.0,3.0,,,,,,6.0,2.0,,,,1.0,2.0,2.0,3.0,,,,,,,,,,,,4.0,5.0,,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,1.0,,,,,,6.0,,,4.0,4.0,4.0,,,,,,,0.0
sey,Seychelles Creole,Eurasia,-4.75,55.5,crs,other,,crs,SC,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
sgb,Sougb,Papunesia,-1.5,134.0,mnx,East Bird's Head,,mnx,ID,,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,2.0,,4.0,4.0,4.0,,,,,,,0.0
sge,Songe,Africa,-6.83333333333,22.0,sop,Niger-Congo,Benue-Congo,sop,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,0.0
sgl,Sengele,Africa,-1.83333333333,17.3333333333,szg,Niger-Congo,Benue-Congo,szg,CD,,2.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,,,2.0,1.0,4.0,18.0,6.0,,14.0,,5.0,,4.0,6.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,0.0
sgr,Sangir,Papunesia,3.5,125.5,sxn,Austronesian,,sxn,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
sgs,Songish,North America,48.45,-123.333333333,str,Salishan,,str,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0
sgu,Sangu,Africa,-1.5,11.8333333333,snq,Niger-Congo,Benue-Congo,snq,GA,,2.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,4.0,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,4.0,4.0,,,,,,,0.0
sha,Shan,Eurasia,22.0,98.0,shn,Tai-Kadai,,shn,MM,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0
shb,Shabo,Africa,7.58333333333,35.4166666667,sbf,,,sbf,ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,0.0
shd,Sherdukpen,Eurasia,27.0,92.5,sdp,Sino-Tibetan,Tibeto-Burman,sdp,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
she,Sherpa,Eurasia,27.75,86.8333333333,xsr,Sino-Tibetan,Tibeto-Burman,xsr,NP,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,3.0,2.0,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,2.0,2.0,,1.0,,2.0,,,,,,,0.0
shh,Sharanahua,South America,-11.0,-70.0,mcd,Panoan,,mcd,BR PE,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,0.0
shi,Shiriana,South America,3.5,-62.8333333333,shb,Yanomam,,shb,BR VR,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,7.0,8.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,2.0,,,,7.0,,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,2.0,1.0,2.0,1.0,,2.0,,,,,,,0.0
shk,Shipibo-Konibo,South America,-7.5,-75.0,shp,Panoan,,shp,PE,1.0,,1.0,1.0,1.0,2.0,,2.0,3.0,4.0,3.0,4.0,,,2.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,,,4.0,3.0,3.0,,,2.0,2.0,2.0,,,5.0,3.0,2.0,1.0,,,,,,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,1.0,3.0,,1.0,1.0,2.0,1.0,,,4.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,,5.0,5.0,3.0,,3.0,1.0,,,,6.0,,1.0,2.0,2.0,6.0,1.0,3.0,6.0,,,1.0,1.0,2.0,4.0,,,,1.0,6.0,2.0,,,,,,,,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,1.0,3.0,2.0,,1.0,,5.0,4.0,4.0,3.0,,,,0.0
shl,Shilluk,Africa,9.66666666667,31.75,shk,Eastern Sudanic,,shk,SS,,,,,,,,,,,,,,,,,2.0,,,,6.0,,3.0,1.0,,2.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,2.0,4.0,2.0,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,,2.0,,,,,,,,,,6.0,2.0,1.0,4.0,,4.0,,,,,,,0.0
shm,Shambala,Africa,-4.25,38.25,ksb,Niger-Congo,Benue-Congo,ksb,TZ,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,0.0
shn,Shona,Africa,-18.0,31.0,sna,Niger-Congo,Benue-Congo,sna,ZW,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,4.0,3.0,2.0,,1.0,2.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,5.0,3.0,3.0,1.0,,,,,,,,,,,,5.0,,,,2.0,,,,,,2.0,6.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,2.0,1.0,4.0,4.0,4.0,,,,,,,0.0
sho,Shoshone,North America,41.0,-114.0,shh,Uto-Aztecan,,shh,US,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,6.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,0.0
shp,Sahaptin (Northern),North America,46.5,-120.0,,Penutian,,waa yak,US,,6.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,3.0,,,,,,,0.0
shr,Shor,Eurasia,53.0,88.0,cjs,Altaic,,cjs,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0
shs,Shasta,North America,41.8333333333,-122.666666667,sht,Hokan,,sht,US,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,4.0,1.0,,,,,,,,,,,,2.0,,7.0,,3.0,2.0,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0
sht,Shatt,Africa,10.8333333333,30.0,shj,Eastern Sudanic,,shj,SD,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,4.0,4.0,,,,,,,0.0
shu,Shuswap,North America,52.0,-120.0,shs,Salishan,,shs,CA,,2.0,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,,1.0,5.0,,,1.0,,,,,,,,,,1.0,3.0,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,16.0,3.0,,,,,,,,,,,,,,,,,,5.0,,1.0,6.0,4.0,,,,,,1.0,1.0,5.0,,,,,,,,,4.0,1.0,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,2.0,,,,,,3.0,,,,1.0,,,,2.0,,1.0,4.0,2.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,,,,2.0,2.0,,,6.0,,7.0,2.0,2.0,2.0,,2.0,2.0,,,,4.0,,,,,,,,,5.0,,,4.0,,,,,,,,,0.0
shw,Shawnee,North America,40.0,-83.0,sjw,Algic,,sjw,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0.0
shy,Shira Yughur,Eurasia,38.0,99.0,yuy,Altaic,,yuy,CN,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
sia,Siane,Papunesia,-6.08333333333,145.2,snp,Trans-New Guinea,,snp,PG,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,9.0,,,,5.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,6.0,1.0,4.0,,,2.0,,,,,,,0.0
sid,Sidaama,Africa,6.66666666667,38.5,sid,Afro-Asiatic,Cushitic,sid,ET,,2.0,,,,,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,5.0,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,6.0,2.0,,1.0,1.0,1.0,,,,,,,0.0
sik,Sika,Papunesia,-8.7,122.25,ski,Austronesian,,ski,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
sil,Sila,Africa,12.3333333333,21.75,dau,Eastern Sudanic,,dau,TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0
sim,Simeulue,Papunesia,2.5,96.25,smr,Austronesian,,smr,ID,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,2.0,,,1.0,4.0,,4.0,,,,,,,0.0
sin,Siona,South America,0.333333333333,-76.25,snn,Tucanoan,,snn,EC CO,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,,,,,3.0,,,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,3.0,2.0,,,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0
