ISO,WALS_ID,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,Lenguaje de Señas,Status_X_L,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord
xub,bkb,Betta Kurumba,Eurasia,IN,11.5,76.75,Dravidian,Southern Dravidian,0,L,India,IND,5 Developing,,0.64,1326093247.0,Point(83.0 22.8)
bkd,bkd,Binukid,Papunesia,PH,8.25,124.833333333,Austronesian,Greater Central Philippine,0,L,Philippines,PHL,5 Developing,,0.699,100981437.0,Point(123.0 12.0)
bkq,bki,Bakairí,South America,BR,-14.0,-55.0,Cariban,Cariban,0,L,Brazil,BRA,5 Developing,,0.754,210147125.0,Point(-53.0 -14.0)
bcl,bkl,Bikol,Papunesia,PH,13.3333333333,123.5,Austronesian,Greater Central Philippine,0,L,Philippines,PHL,3 Wider Communication,2500000.0,0.699,100981437.0,Point(123.0 12.0)
bdu,bkn,Bakundu,Africa,CM,4.83333333333,9.33333333333,Niger-Congo,Bantoid,0,L,Cameroon,CMR,5 Developing,,0.556,24053727.0,Point(12.0 7.0)
bdu,ldo,Londo,Africa,CM,5.0,9.16666666667,Niger-Congo,Bantoid,0,L,Cameroon,CMR,5 Developing,,0.556,24053727.0,Point(12.0 7.0)
btx,bkr,Batak (Karo),Papunesia,ID,3.25,98.25,Austronesian,Northwest Sumatra-Barrier Islands,0,L,Indonesia,IDN,6b Threatened,600000.0,0.694,270625568.0,Point(118.0 -2.0)
bkk,bkt,Brokskat,Eurasia,PK IN,35.3333333333,76.5,Indo-European,Indic,0,L,India,IND,6b Threatened,,0.64,1326093247.0,Point(83.0 22.8)
bri,bku,Bakueri,Africa,CM,4.25,9.25,Niger-Congo,Bantoid,0,L,Cameroon,CMR,6b Threatened,32000.0,0.556,24053727.0,Point(12.0 7.0)
bla,bla,Blackfoot,North America,CA US,50.0,-112.666666667,Algic,Algonquian,0,L,"['Canada', 'United States of America']","['CAN', 'USA']",7 Shifting,5000.0,"[0.926, 0.92]","[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']"
bgp,blc,Baluchi,Eurasia,PK AF IR,28.0,62.0,Indo-European,Iranian,0,L,Pakistan,PAK,5 Developing,3050000.0,0.562,216565318.0,Point(71.0 30.0)
bci,ble,Baule,Africa,CI,7.0,-5.0,Niger-Congo,Kwa,0,L,"['Ghana', 'Ivory Coast']","['GHA', 'CIV']",5 Developing,2100000.0,"[0.592, 0.492]","[26908262.0, 24294750.0]","['Point(-0.5 8.0)', 'Point(-6.0 8.0)']"
blw,blg,Balangao,Papunesia,PH,17.1666666667,121.166666667,Austronesian,Northern Luzon,0,L,Philippines,PHL,4 Educational,,0.699,100981437.0,Point(123.0 12.0)
koe,blj,Baale,Africa,SS,6.5,34.5,Eastern Sudanic,Surmic,0,L,"['Ethiopia', 'South Sudan']","['ETH', 'SSD']",6a Vigorous,,"[0.463, 0.388]","[104957438.0, 12575714.0]","['Point(40.0 9.0)', 'Point(30.0 7.0)']"
blz,blk,Balantak,Papunesia,ID,-0.833333333333,123.25,Austronesian,Celebic,0,L,Indonesia,IDN,5 Developing,,0.694,270625568.0,Point(118.0 -2.0)
byn,bln,Bilin,Africa,ER,15.75,38.5,Afro-Asiatic,Central Cushitic,0,L,Eritrea,ERI,5 Developing,70000.0,0.44,3497000.0,Point(38.25 15.483333)
bol,blq,Bole,Africa,NG,11.3333333333,11.25,Afro-Asiatic,West Chadic,0,L,Nigeria,NGA,6a Vigorous,,0.532,190886311.0,Point(8.0 9.0)
bel,blr,Belorussian,Eurasia,BY,54.0,28.0,Indo-European,Slavic,0,L,"['Canada', 'United States of America', 'Poland', 'Lithuania', 'Russia', 'Belarus', 'Latvia', 'Ukraine']","['CAN', 'USA', 'POL', 'LTU', 'RUS', 'BLR', 'LVA', 'UKR']",1 National,7900000.0,"[0.926, 0.92, 0.843, 0.839, 0.816, 0.798, 0.819, 0.747]","[37894799.0, 331449281.0, 38382576.0, 2790842.0, 146804372.0, 9349645.0, 1909000.0, 42558328.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)', 'Point(19.0 52.0)', 'Point(24.0 55.2)', 'Point(94.25 66.416666666)', 'Point(28.046666666 53.528333333)', 'Point(25.0 57.0)', 'Point(32.0 49.0)']"
bft,blt,Balti,Eurasia,PK IN,35.0,76.0,Sino-Tibetan,Bodic,0,L,"['India', 'Pakistan']","['IND', 'PAK']",5 Developing,,"[0.64, 0.562]","[1326093247.0, 216565318.0]","['Point(83.0 22.8)', 'Point(71.0 30.0)']"
lua,blu,Bena-Lulua,Africa,CD,-6.0,21.0,Niger-Congo,Bantoid,0,L,"['Angola', 'Democratic Republic of the Congo']","['AGO', 'COD']",2 Provincial,6300000.0,"[0.581, 0.457]","[29784193.0, 86790567.0]","['Point(17.35 -12.35)', 'Point(23.656 -2.88)']"
lua,cil,CiLuba,Africa,CD,-6.0,22.0,Niger-Congo,Bantoid,0,L,"['Angola', 'Democratic Republic of the Congo']","['AGO', 'COD']",2 Provincial,6300000.0,"[0.581, 0.457]","[29784193.0, 86790567.0]","['Point(17.35 -12.35)', 'Point(23.656 -2.88)']"
tzm,bma,Berber (Middle Atlas),Africa,MA,33.0,-5.0,Afro-Asiatic,Berber,0,L,Morocco,MAR,6a Vigorous,3000000.0,0.667,36029138.0,Point(-6.0 32.0)
tzm,bse,Berber (Ayt Seghrouchen Middle Atlas),Africa,MA,33.3333333333,-4.66666666667,Afro-Asiatic,Berber,0,L,Morocco,MAR,6a Vigorous,3000000.0,0.667,36029138.0,Point(-6.0 32.0)
bim,bmb,Bimoba,Africa,GH,10.5,0.0,Niger-Congo,Northern-Central Gur,0,L,Ghana,GHA,6b Threatened,,0.592,26908262.0,Point(-0.5 8.0)
bax,bmn,Bamun,Africa,CM,5.5,10.9166666667,Niger-Congo,Bantoid,0,L,Cameroon,CMR,3 Wider Communication,,0.556,24053727.0,Point(12.0 7.0)
bmu,bmr,Burum,Papunesia,PG,-6.5,147.333333333,Trans-New Guinea,Finisterre-Huon,0,L,Papua New Guinea,PNG,4 Educational,,0.555,8935000.0,Point(147.0 -6.3)
mzb,bmz,Berber (Mzab),Africa,DZ,32.5,3.5,Afro-Asiatic,Berber,0,L,Algeria,DZA,6b Threatened,150000.0,0.754,41318142.0,Point(1.0 28.0)
jaa,bna,Banawá,South America,BR,-7.0,-65.0,Arauan,Arauan,0,L,Brazil,BRA,4 Educational,,0.754,210147125.0,Point(-53.0 -14.0)
jaa,jmm,Jamamadi,South America,BR,-7.5,-67.0,Arauan,Arauan,0,L,Brazil,BRA,4 Educational,,0.754,210147125.0,Point(-53.0 -14.0)
jaa,jwr,Jarawara,South America,BR,-7.5,-65.5,Arauan,Arauan,0,L,Brazil,BRA,4 Educational,,0.754,210147125.0,Point(-53.0 -14.0)
bck,bnb,Bunuba,Australia,AU,-17.75,125.75,Bunuban,Bunuban,0,L,Australia,AUS,8a Moribund,110.0,0.939,24511800.0,Point(137.0 -28.0)
bza,bnd,Bandi,Africa,LR,8.08333333333,-10.25,Mande,Western Mande,0,L,Liberia,LBR,5 Developing,,0.435,4731906.0,Point(-9.75 6.533333)
byx,bng,Qaget,Papunesia,PG,-4.58333333333,152.0,Baining,Baining,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
bin,bni,Bini,Africa,NG,6.41666666667,5.83333333333,Niger-Congo,Edoid,0,L,Nigeria,NGA,4 Educational,1600000.0,0.532,190886311.0,Point(8.0 9.0)
abb,bnk,Bankon,Africa,CM,4.41666666667,9.58333333333,Niger-Congo,Bantoid,0,L,Cameroon,CMR,6b Threatened,,0.556,24053727.0,Point(12.0 7.0)
bjb,bnl,Banggarla,Australia,AU,-32.0,137.0,Pama-Nyungan,Central Pama-Nyungan,0,L,Australia,AUS,9 Dormant,,0.939,24511800.0,Point(137.0 -28.0)
bjr,bnm,Binumarien,Papunesia,PG,-6.28333333333,146.083333333,Trans-New Guinea,Eastern Highlands,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
bcm,bnn,Banoni,Papunesia,PG,-6.41666666667,155.25,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
bao,bno,Waimaha,South America,CO,0.333333333333,-70.25,Tucanoan,Tucanoan,0,L,"['Brazil', 'Colombia']","['BRA', 'COL']",5 Developing,,"[0.754, 0.747]","[210147125.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-74.0 4.0)']"
nhb,bnq,Beng,Africa,CI,7.83333333333,-4.25,Mande,Eastern Mande,0,L,Ivory Coast,CIV,6a Vigorous,,0.492,24294750.0,Point(-6.0 8.0)
nbj,bnr,Bilinarra,Australia,AU,-16.0,131.666666667,Pama-Nyungan,Western Pama-Nyungan,0,L,Australia,AUS,8a Moribund,,0.939,24511800.0,Point(137.0 -28.0)
nbj,ngy,Ngarinyman,Australia,AU,-16.5,130.5,Pama-Nyungan,Western Pama-Nyungan,0,L,Australia,AUS,8a Moribund,,0.939,24511800.0,Point(137.0 -28.0)
bnq,bnt,Bantik,Papunesia,ID,1.41666666667,124.75,Austronesian,Sangiric,0,L,Indonesia,IDN,8a Moribund,,0.694,270625568.0,Point(118.0 -2.0)
yil,bnu,Bularnu,Australia,AU,-21.0,138.0,Pama-Nyungan,Western Pama-Nyungan,0,X,Australia,AUS,10 Extinct,,0.939,24511800.0,Point(137.0 -28.0)
bvv,bnv,Baniva,South America,,5.26,-67.56,Arawakan,Alto-Orinoco,0,X,Venezuela,VEN,10 Extinct,,0.761,28515829.0,Point(-67.0 8.0)
bwi,bnw,Baniwa,South America,BR VR,2.66666666667,-66.8333333333,Arawakan,Inland Northern Maipuran,0,L,"['Brazil', 'Venezuela', 'Colombia']","['BRA', 'VEN', 'COL']",8a Moribund,,"[0.754, 0.761, 0.747]","[210147125.0, 28515829.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)', 'Point(-74.0 4.0)']"
kvg,boa,Boazi,Papunesia,PG,-7.0,141.333333333,Anim,Marind,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
bni,bob,Bobangi,Africa,CD,-1.33333333333,17.3333333333,Niger-Congo,Bantoid,0,L,"['Republic of the Congo', 'Democratic Republic of the Congo']","['COG', 'COD']",6a Vigorous,,"[0.606, 0.457]","[5260750.0, 86790567.0]","['Point(15.383330555 -0.75)', 'Point(23.656 -2.88)']"
brx,bod,Bodo,Eurasia,IN,26.8333333333,92.0,Sino-Tibetan,Bodo-Garo,0,L,India,IND,5 Developing,"[603000.0, 1482929.0]",0.64,1326093247.0,Point(83.0 22.8)
bzf,boi,Boiken,Papunesia,PG,-3.5,143.5,Sepik,Ndu,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
adi,boj,Bori,Eurasia,IN,28.3333333333,94.75,Sino-Tibetan,Tani,0,L,"[""People's Republic of China"", 'India']","['CHN', 'IND']",5 Developing,,"[0.752, 0.64]","[1409517397.0, 1443497378.0, 1326093247.0]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)']"
adi,boq,Bokar,Eurasia,IN,28.5,94.6666666667,Sino-Tibetan,Tani,0,L,"[""People's Republic of China"", 'India']","['CHN', 'IND']",5 Developing,,"[0.752, 0.64]","[1409517397.0, 1443497378.0, 1326093247.0]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)']"
adi,gal,Galo,Eurasia,IN,28.1666666667,94.6666666667,Sino-Tibetan,Tani,0,L,"[""People's Republic of China"", 'India']","['CHN', 'IND']",5 Developing,,"[0.752, 0.64]","[1409517397.0, 1443497378.0, 1326093247.0]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)']"
adi,mil,Milang,Eurasia,IN,28.5,95.25,Sino-Tibetan,Tani,0,L,"[""People's Republic of China"", 'India']","['CHN', 'IND']",5 Developing,,"[0.752, 0.64]","[1409517397.0, 1443497378.0, 1326093247.0]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)']"
bqc,bok,Boko,Africa,NG BJ,10.5,3.5,Mande,Eastern Mande,0,L,"['Benin', 'Nigeria']","['BEN', 'NGA']",5 Developing,,"[0.515, 0.532]","[11175692.0, 190886311.0]","['Point(2.183333333 8.833333333)', 'Point(8.0 9.0)']"
bli,bol,Bolia,Africa,CD,-1.25,18.3333333333,Niger-Congo,Bantoid,0,L,Democratic Republic of the Congo,COD,6a Vigorous,,0.457,86790567.0,Point(23.656 -2.88)
bpu,bon,Bongu,Papunesia,PG,-5.5,145.916666667,Trans-New Guinea,Madang,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
boa,bor,Bora,South America,CO PE,-2.16666666667,-72.3333333333,Huitotoan,Boran,0,L,"['Peru', 'Colombia']","['PER', 'COL']",7 Shifting,,"[0.75, 0.747]","[29381884.0, 49065615.0]","['Point(-76.0 -9.4)', 'Point(-74.0 4.0)']"
bos,bos,Bosnian,Eurasia,BA,43.0,18.0,Indo-European,Slavic,0,L,"['Turkey', 'Croatia', 'Bosnia and Herzegovina', 'Montenegro']","['TUR', 'HRV', 'BIH', 'MNE']",1 National,3500000.0,"[0.82, 0.831, 0.733, 0.802]","[83614362.0, 4105493.0, 3507017.0, 622359.0]","['Point(36.0 39.0)', 'Point(15.466667 45.25)', 'Point(18.0 44.0)', 'Point(19.216667 42.766667)']"
oua,bou,Berber (Wargla),Africa,DZ,31.9166666667,5.33333333333,Afro-Asiatic,Berber,0,L,Algeria,DZA,6b Threatened,20000.0,0.754,41318142.0,Point(1.0 28.0)
boz,boz,Bozo (Tigemaxo),Africa,ML,15.0,-4.0,Mande,Western Mande,0,L,Mali,MLI,5 Developing,,0.427,18541980.0,Point(-4.0 17.0)
bwr,bpa,Bura-Pabir,Africa,NG,10.5,12.25,Afro-Asiatic,Biu-Mandara,0,L,Nigeria,NGA,6b Threatened,,0.532,190886311.0,Point(8.0 9.0)
bdq,bpb,Bahnar,Eurasia,VN,13.8333333333,108.333333333,Austro-Asiatic,Bahnaric,0,L,Vietnam,VNM,5 Developing,,0.694,94660000.0,Point(108.0 16.0)
eus,bqb,Basque (Bidasoa Valley),Eurasia,ES,43.0,-3.83333333333,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bqg,Basque (Gernica),Eurasia,ES,43.3333333333,-3.0,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bqh,Basque (Hondarribia),Eurasia,ES,42.5,-3.0,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bqi,Basque (Basaburua and Imoz),Eurasia,ES,43.0,-1.66666666667,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bql,Basque (Lekeitio),Eurasia,ES,43.0,-2.5,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bqn,Basque (Northern High Navarrese),Eurasia,ES,43.3333333333,-2.5,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bqo,Basque (Oñati),Eurasia,ES,42.5,-3.5,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bqr,Basque (Roncalese),Eurasia,ES,43.0,-2.0,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bqs,Basque (Sakana),Eurasia,ES,42.5,-2.0,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bqz,Basque (Zeberio),Eurasia,ES,42.0,-3.0,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bso,Basque (Souletin),Eurasia,FR,43.5,-1.5,Basque,Basque,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
eus,bsq,Basque,Eurasia,FR ES,43.0,-3.0,,,0,L,"['Spain', 'France']","['ESP', 'FRA']",2 Provincial,"[464000.0, 537860.0]","[0.876, 0.888]","[46733038.0, 66628000.0]","['Point(-3.5 40.2)', 'Point(2.0 47.0)']"
brb,bra,Brao,Eurasia,VN,14.1666666667,107.5,Austro-Asiatic,Bahnaric,0,L,"['Cambodia', 'Laos', 'Vietnam']","['KHM', 'LAO', 'VNM']",5 Developing,,"[0.582, 0.601, 0.694]","[16005373.0, 6858160.0, 94660000.0]","['Point(105.0 12.6)', 'Point(104.0 18.2)', 'Point(108.0 16.0)']"
bba,brb,Bariba,Africa,NG BJ,10.0,2.5,Niger-Congo,Southern-Central Gur,0,L,"['Benin', 'Nigeria']","['BEN', 'NGA']",3 Wider Communication,,"[0.515, 0.532]","[11175692.0, 190886311.0]","['Point(2.183333333 8.833333333)', 'Point(8.0 9.0)']"
brn,brc,Boruca,North America,CR,8.83333333333,-83.25,Chibchan,Talamanca,0,L,Costa Rica,CRI,9 Dormant,,0.794,4905769.0,Point(-84.0 10.0)
bcj,brd,Bardi,Australia,AU,-16.5833333333,122.916666667,Nyulnyulan,Nyulnyulan,0,L,Australia,AUS,8a Moribund,,0.939,24511800.0,Point(137.0 -28.0)
bre,bre,Breton,Eurasia,FR,48.0,-3.0,Indo-European,Celtic,0,L,France,FRA,7 Shifting,206000.0,0.888,66628000.0,Point(2.0 47.0)
rif,brf,Berber (Rif),Africa,MA DZ,34.5,-4.0,Afro-Asiatic,Berber,0,L,"['Spain', 'Algeria', 'Morocco']","['ESP', 'DZA', 'MAR']",5 Developing,4399000.0,"[0.876, 0.754, 0.667]","[46733038.0, 41318142.0, 36029138.0]","['Point(-3.5 40.2)', 'Point(1.0 28.0)', 'Point(-6.0 32.0)']"
brh,brh,Brahui,Eurasia,PK,28.5,67.0,Dravidian,Northern Dravidian,0,L,"['Iran', 'Pakistan', 'Turkmenistan', 'Afghanistan']","['IRN', 'PAK', 'TKM', 'AFG']",5 Developing,1800000.0,"[0.798, 0.562, 0.706, 0.498]","[79966230.0, 216565318.0, 5850901.0, 36643815.0]","['Point(53.0 32.0)', 'Point(71.0 30.0)', 'Point(60.0 39.0)', 'Point(66.0 34.0)']"
bzd,bri,Bribri,North America,CR,9.41666666667,-83.0,Chibchan,Talamanca,0,L,Costa Rica,CRI,6b Threatened,,0.794,4905769.0,Point(-84.0 10.0)
bji,brj,Burji,Africa,ET,5.5,37.8333333333,Afro-Asiatic,Lowland East Cushitic,0,L,"['Kenya', 'Ethiopia']","['KEN', 'ETH']",4 Educational,70100.0,"[0.548, 0.463]","[48468138.0, 104957438.0]","['Point(38.0 0.1)', 'Point(40.0 9.0)']"
bkl,brk,Berik,Papunesia,ID,-2.25,138.833333333,Tor-Orya,Tor,0,L,Indonesia,IDN,6b Threatened,,0.694,270625568.0,Point(118.0 -2.0)
loy,brl,Baragaunle,Eurasia,NP,28.8333333333,83.8333333333,Sino-Tibetan,Bodic,0,L,Nepal,NPL,6a Vigorous,,0.574,30327877.0,Point(84.0 28.0)
mya,brm,Burmese,Eurasia,MM,21.0,96.0,Sino-Tibetan,Burmese-Lolo,0,L,Myanmar,MMR,1 National,"[10000000.0, 32035300.0]",0.578,53370609.0,Point(96.0 22.0)
bds,brn,Burunge,Africa,TZ,-5.33333333333,36.0,Afro-Asiatic,Southern Cushitic,0,L,Tanzania,TZA,6a Vigorous,,0.538,57310019.0,Point(34.854 -6.307)
tcs,bro,Broken,Australia,AU,-10.1666666667,143.0,other,Creoles and Pidgins,0,L,Australia,AUS,3 Wider Communication,,0.939,24511800.0,Point(137.0 -28.0)
wra,brp,Barupu,Papunesia,PG,-3.08333333333,142.083333333,Skou,Warapu,0,,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
brf,brq,Bera,Africa,,1.5,30.03,Niger-Congo,Bantoid,0,L,Democratic Republic of the Congo,COD,6b Threatened,,0.457,86790567.0,Point(23.656 -2.88)
bor,brr,Bororo,South America,BR,-16.0,-57.0,Bororoan,Bororoan,0,L,Brazil,BRA,6b Threatened,,0.754,210147125.0,Point(-53.0 -14.0)
bsn,brs,Barasano,South America,CO,-0.166666666667,-70.6666666667,Tucanoan,Tucanoan,0,L,Colombia,COL,5 Developing,,0.747,49065615.0,Point(-74.0 4.0)
bru,bru,Bru (Eastern),Eurasia,LA,17.3333333333,106.0,Austro-Asiatic,Katuic,0,L,"['Laos', 'Vietnam']","['LAO', 'VNM']",5 Developing,,"[0.601, 0.694]","[6858160.0, 94660000.0]","['Point(104.0 18.2)', 'Point(108.0 16.0)']"
brv,brw,Bru (Western),Eurasia,LA,16.75,104.75,Austro-Asiatic,Katuic,0,L,"['Laos', 'Thailand']","['LAO', 'THA']",6a Vigorous,,"[0.601, 0.755]","[6858160.0, 65931550.0]","['Point(104.0 18.2)', 'Point(101.0 14.0)']"
byr,bry,Baruya,Papunesia,PG,-6.91666666667,145.916666667,Trans-New Guinea,Angan,0,L,Papua New Guinea,PNG,5 Developing,6600.0,0.555,8935000.0,Point(147.0 -6.3)
bvq,brz,Birri,Africa,CF,5.5,25.1666666667,Central Sudanic,Bongo-Bagirmi,0,L,Central African Republic,CAF,8a Moribund,,0.367,4659080.0,Point(20.9 6.7)
buf,bsh,Bushoong,Africa,CD,-4.5,21.5,Niger-Congo,Bantoid,0,L,Democratic Republic of the Congo,COD,6a Vigorous,,0.457,86790567.0,Point(23.656 -2.88)
siz,bsi,Berber (Siwa),Africa,EG,29.1666666667,25.5,Afro-Asiatic,Berber,0,L,"['Egypt', 'Libya']","['EGY', 'LBY']",6a Vigorous,,"[0.696, 0.706]","[94798827.0, 6678567.0]","['Point(29.0 27.0)', 'Point(17.0 27.0)']"
bak,bsk,Bashkir,Eurasia,RU,53.0,58.0,Altaic,Turkic,0,L,Russia,RUS,2 Provincial,1200000.0,0.816,146804372.0,Point(94.25 66.416666666)
bfi,bsl,British Sign Language,Eurasia,GB,52.0,-1.0,other,Sign Languages,1,L,United Kingdom,GBR,5 Developing,"[77000.0, 327000.0]",0.922,66022273.0,Point(-2.0 54.6)
bis,bsm,Bislama,Papunesia,VU,-16.0,168.0,other,Creoles and Pidgins,0,L,"['France', 'Vanuatu']","['FRA', 'VUT']",1 National,10000.0,"[0.888, 0.603]","[66628000.0, 276244.0]","['Point(2.0 47.0)', 'Point(168.016669444 -16.633330555)']"
bsc,bsr,Basari,Africa,SN GN,12.6666666667,-13.0,Niger-Congo,Tenda,0,L,"['Guinea', 'Guinea-Bissau', 'Senegal']","['GIN', 'GNB', 'SEN']",5 Developing,33600.0,"[0.459, 0.455, 0.505]","[12717176.0, 1861283.0, 15850567.0]","['Point(-11.0 10.0)', 'Point(-15.0 12.0)', 'Point(-14.283333 14.366667)']"
bhm,bth,Bathari,Eurasia,OM,18.0,56.0,Afro-Asiatic,Semitic,0,L,Oman,OMN,8b Nearly Extinct,,0.821,4829480.0,Point(57.0 21.0)
bbc,bto,Batak (Toba),Papunesia,ID,2.5,99.0,Austronesian,Northwest Sumatra-Barrier Islands,0,L,Indonesia,IDN,6b Threatened,2000000.0,0.694,270625568.0,Point(118.0 -2.0)
bvr,bua,Burarra,Australia,AU,-12.25,134.583333333,Mangrida,Burarran,0,L,Australia,AUS,5 Developing,1070.0,0.939,24511800.0,Point(137.0 -28.0)
bvb,bub,Bubi,Africa,GQ,3.5,8.66666666667,Niger-Congo,Bantoid,0,L,Equatorial Guinea,GNQ,6b Threatened,20000.0,0.591,1267689.0,Point(10.0 1.5)
bdm,bud,Buduma,Africa,NG TD CM,13.5,14.5,Afro-Asiatic,Biu-Mandara,0,L,"['Chad', 'Cameroon', 'Nigeria']","['TCD', 'CMR', 'NGA']",6a Vigorous,,"[0.404, 0.556, 0.532]","[15477751.0, 24053727.0, 190886311.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)', 'Point(8.0 9.0)']"
bug,bug,Bugis,Papunesia,ID,-4.0,120.0,Austronesian,South Sulawesi,0,L,Indonesia,IDN,3 Wider Communication,"[500000.0, 5017800.0]",0.694,270625568.0,Point(118.0 -2.0)
bzq,bui,Buli (in Indonesia),Papunesia,ID,1.0,128.5,Austronesian,South Halmahera - West New Guinea,0,L,Indonesia,IDN,6b Threatened,2524.0,0.694,270625568.0,Point(118.0 -2.0)
nmg,buj,Bujeba,Africa,GQ CM,3.0,10.1666666667,Niger-Congo,Bantoid,0,L,"['Equatorial Guinea', 'Cameroon']","['GNQ', 'CMR']",5 Developing,,"[0.591, 0.556]","[1267689.0, 24053727.0]","['Point(10.0 1.5)', 'Point(12.0 7.0)']"
bxk,buk,Bukusu,Africa,KE,0.75,34.6666666667,Niger-Congo,Bantoid,0,L,"['Kenya', 'Uganda']","['KEN', 'UGA']",4 Educational,,"[0.548, 0.516]","[48468138.0, 42862958.0]","['Point(38.0 0.1)', 'Point(32.39 1.28)']"
bul,bul,Bulgarian,Eurasia,BG,42.5,25.0,Indo-European,Slavic,0,L,"['Greece', 'Turkey', 'Russia', 'Ukraine', 'Moldova', 'Romania', 'Bulgaria', 'North Macedonia', 'Albania', 'Serbia']","['GRC', 'TUR', 'RUS', 'UKR', 'MDA', 'ROU', 'BGR', 'MKD', 'ALB', 'SRB']",1 National,9000000.0,"[0.865, 0.82, 0.816, 0.747, 0.693, 0.793, 0.782, 0.764, 0.771]","[10760421.0, 83614362.0, 146804372.0, 42558328.0, 2550900.0, 19586539.0, 7000039.0, 2075301.0, 3020209.0, 7022268.0]","['Point(23.0 38.5)', 'Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(32.0 49.0)', 'Point(28.516667 47.25)', 'Point(25.0 46.0)', 'Point(25.5 42.75)', 'Point(21.716667 41.65)', 'Point(20.0 41.0)', 'Point(20.933333333 43.95)']"
tkw,bum,Buma,Papunesia,SB,-11.6333333333,166.833333333,Austronesian,Oceanic,0,L,Solomon Islands,SLB,7 Shifting,,0.546,611343.0,Point(159.816666666 -9.466666666)
buo,bun,Buin,Papunesia,PG,-6.75,155.75,East Bougainville,East Bougainville,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
