ISO,WALS_ID,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,Lenguaje de Señas,Status_X_L,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord
ami,ami,Amis,Papunesia,TW,23.3333333333,121.333333333,Austronesian,East Formosan,0,L,Taiwan,TWN,5 Developing,,0.911,23593794.0,Point(121.0 24.0)
amr,amk,Amarakaeri,South America,PE,-12.5,-70.5,Harakmbet,Harakmbet,0,L,Peru,PER,6b Threatened,500.0,0.75,29381884.0,Point(-76.0 -9.4)
omb,aml,Ambae (Lolovoli Northeast),Papunesia,VU,-15.4166666667,167.883333333,Austronesian,Oceanic,0,L,Vanuatu,VUT,5 Developing,,0.603,276244.0,Point(168.016669444 -16.633330555)
amm,amm,Ama,Papunesia,PG,-4.21666666667,141.616666667,Left May,Left May,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
amn,amn,Amanab,Papunesia,PG,-3.58333333333,141.25,Border,Border,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
amo,amo,Amo,Africa,NG,10.3333333333,8.66666666667,Niger-Congo,Kainji,0,L,Nigeria,NGA,6a Vigorous,,0.532,190886311.0,Point(8.0 9.0)
aer,amp,Arrernte (Mparntwe),Australia,AU,-24.0,136.0,Pama-Nyungan,Central Pama-Nyungan,0,L,Australia,AUS,4 Educational,,0.939,24511800.0,Point(137.0 -28.0)
amk,amq,Ambai,Papunesia,ID,-1.83333333333,136.5,Austronesian,South Halmahera - West New Guinea,0,L,Indonesia,IDN,6b Threatened,,0.694,270625568.0,Point(118.0 -2.0)
ary,amr,Arabic (Moroccan),Africa,MA,34.0,-6.0,Afro-Asiatic,Semitic,0,L,"['Algeria', 'Morocco', 'Western Sahara']","['DZA', 'MAR', 'ESH']",3 Wider Communication,30000000.0,"[0.754, 0.667]","[41318142.0, 36029138.0, 582000.0]","['Point(1.0 28.0)', 'Point(-6.0 32.0)', 'Point(-13.0 25.0)']"
arb,ams,Arabic (Modern Standard),Eurasia,KW SO SY OM QA EG TN MA LY KM JO LB ER YE SA IQ PS DZ AE BH SD IL,25.0,42.0,Afro-Asiatic,Semitic,0,L,"['Egypt', 'Algeria', 'Bahrain', 'Chad', 'Iraq', 'Israel', 'Yemen', 'Jordan', 'Kuwait', 'Lebanon', 'Oman', 'Qatar', 'Saudi Arabia', 'Syria', 'United Arab Emirates', 'Tunisia', 'Comoros', 'Djibouti', 'Eritrea', 'Libya', 'Mauritania', 'Morocco', 'Somalia', 'Sudan', 'Western Sahara', 'State of Palestine']","['EGY', 'DZA', 'BHR', 'TCD', 'IRQ', 'ISR', 'YEM', 'JOR', 'KWT', 'LBN', 'OMN', 'QAT', 'SAU', 'SYR', 'ARE', 'TUN', 'COM', 'DJI', 'ERI', 'LBY', 'MRT', 'MAR', 'SOM', 'SDN', 'ESH', 'PSE']",1 National,,"[0.696, 0.754, 0.824, 0.404, 0.685, 0.899, 0.452, 0.748, 0.803, 0.757, 0.821, 0.856, 0.853, 0.536, 0.863, 0.735, 0.503, 0.476, 0.44, 0.706, 0.52, 0.667, 0.502, 0.686]","[94798827.0, 41318142.0, 1492584.0, 15477751.0, 38274618.0, 9093000.0, 28250420.0, 10428241.0, 4600000.0, 6100075.0, 4829480.0, 2639211.0, 33000000.0, 18499181.0, 9400145.0, 11565204.0, 823652.0, 956985.0, 3497000.0, 6678567.0, 4420184.0, 36029138.0, 11031386.0, 40533330.0, 582000.0, 5227193.0]","['Point(29.0 27.0)', 'Point(1.0 28.0)', 'Point(50.551111 26.0675)', 'Point(19.4 15.466667)', 'Point(43.0 33.0)', 'Point(35.0 31.0)', 'Point(48.0 15.5)', 'Point(36.5 31.2)', 'Point(47.6 29.166667)', 'Point(35.766667 33.833333)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(38.583333 35.216667)', 'Point(54.3 24.4)', 'Point(10.0 34.0)', 'Point(44.44553 -12.23333)', 'Point(42.433333 11.8)', 'Point(38.25 15.483333)', 'Point(17.0 27.0)', 'Point(-11.0 21.0)', 'Point(-6.0 32.0)', 'Point(47.0 6.0)', 'Point(32.0 15.0)', 'Point(-13.0 25.0)', 'Point(35.25 32.0)']"
ame,amu,Amuesha,South America,PE,-10.5,-75.4166666667,Arawakan,Yanesha',0,L,Peru,PER,5 Developing,,0.75,29381884.0,Point(-76.0 -9.4)
imi,amx,Anamuxra,Papunesia,PG,-4.66666666667,145.0,Trans-New Guinea,Madang,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
amu,amz,Amuzgo,North America,MX,16.8333333333,-98.0,Oto-Manguean,Amuzgoan,0,L,Mexico,MEX,5 Developing,,0.756,124777324.0,Point(-102.0 23.0)
aro,ana,Araona,South America,BO,-12.3333333333,-67.75,Tacanan,Tacanan,0,L,Bolivia,BOL,6b Threatened,81.0,0.693,11051600.0,Point(-64.991228611 -17.056869611)
anc,anc,Angas,Africa,NG,9.5,9.5,Afro-Asiatic,West Chadic,0,L,Nigeria,NGA,6a Vigorous,400000.0,0.532,190886311.0,Point(8.0 9.0)
anz,ane,Anêm,Papunesia,PG,-5.58333333333,149.083333333,,,0,L,Papua New Guinea,PNG,5 Developing,800.0,0.555,8935000.0,Point(147.0 -6.3)
agg,ang,Anggor,Papunesia,PG,-3.75,141.166666667,Senagi,Senagi,0,L,Papua New Guinea,PNG,6b Threatened,,0.555,8935000.0,Point(147.0 -6.3)
hnh,ani,//Ani,Africa,BW,-18.9166666667,21.9166666667,Khoe-Kwadi,Khoe-Kwadi,0,L,Botswana,BWA,6b Threatened,,0.717,2291661.0,Point(23.7 -22.2)
aty,anj,Anejom,Papunesia,VU,-20.2,169.8,Austronesian,Oceanic,0,L,Vanuatu,VUT,5 Developing,,0.603,276244.0,Point(168.016669444 -16.633330555)
aoi,ann,Anindilyakwa,Australia,AU,-14.0,136.5,Gunwinyguan,Anindilyakwa,0,L,Australia,AUS,6a Vigorous,1283.0,0.939,24511800.0,Point(137.0 -28.0)
nun,ano,Anong,Eurasia,CN MM,27.3333333333,98.75,Sino-Tibetan,Nungish,0,L,Myanmar,MMR,8a Moribund,,0.578,53370609.0,Point(96.0 22.0)
agm,ant,Angaataha,Papunesia,PG,-7.21666666667,146.25,Trans-New Guinea,Angan,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
cko,anu,Anufo,Africa,TG BJ GH,10.0833333333,0.25,Niger-Congo,Kwa,0,L,"['Ghana', 'Togo', 'Benin']","['GHA', 'TGO', 'BEN']",5 Developing,,"[0.592, 0.503, 0.515]","[26908262.0, 7797694.0, 11175692.0]","['Point(-0.5 8.0)', 'Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']"
ani,anx,Andi,Eurasia,RU,42.75,46.25,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L,Russia,RUS,6b Threatened,20000.0,0.816,146804372.0,Point(94.25 66.416666666)
anu,any,Anywa,Africa,ET SS,8.0,33.5,Eastern Sudanic,Nilotic,0,L,"['Ethiopia', 'South Sudan']","['ETH', 'SSD']",5 Developing,140000.0,"[0.463, 0.388]","[104957438.0, 12575714.0]","['Point(40.0 9.0)', 'Point(30.0 7.0)']"
njo,ao,Ao,Eurasia,IN,26.5833333333,94.6666666667,Sino-Tibetan,Kuki-Chin,0,L,India,IND,4 Educational,261000.0,0.64,1326093247.0,Point(83.0 22.8)
aoj,aoj,Mufian,Papunesia,PG,-3.5,143.0,Torricelli,Kombio-Arapesh,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
ajp,apa,Arabic (Palestinian),Eurasia,PS,32.0,35.25,Afro-Asiatic,Semitic,0,L,"['Israel', 'Jordan', 'State of Palestine']","['ISR', 'JOR', 'PSE']",3 Wider Communication,,"[0.899, 0.748, 0.686]","[9093000.0, 10428241.0, 5227193.0]","['Point(35.0 31.0)', 'Point(36.5 31.2)', 'Point(35.25 32.0)']"
ajp,arv,Arabic (Negev),Eurasia,IL,30.5,34.75,Afro-Asiatic,Semitic,0,L,"['Israel', 'Jordan', 'State of Palestine']","['ISR', 'JOR', 'PSE']",3 Wider Communication,,"[0.899, 0.748, 0.686]","[9093000.0, 10428241.0, 5227193.0]","['Point(35.0 31.0)', 'Point(36.5 31.2)', 'Point(35.25 32.0)']"
apm,apc,Apache (Chiricahua),North America,US,33.25,-108.0,Na-Dene,Athapaskan,0,L,United States of America,USA,8a Moribund,,0.92,331449281.0,Point(-98.5795 39.828175)
apz,ape,Ampeeli,Papunesia,PG,-6.75,146.083333333,Trans-New Guinea,Angan,0,L,Papua New Guinea,PNG,5 Developing,2390.0,0.555,8935000.0,Point(147.0 -6.3)
apn,api,Apinayé,South America,BR,-5.5,-48.0,Macro-Ge,Ge-Kaingang,0,L,Brazil,BRA,5 Developing,,0.754,210147125.0,Point(-53.0 -14.0)
apj,apj,Apache (Jicarilla),North America,US,36.5833333333,-104.0,Na-Dene,Athapaskan,0,L,United States of America,USA,7 Shifting,,0.92,331449281.0,Point(-98.5795 39.828175)
apq,apk,A-Pucikwar,Eurasia,IN,12.1666666667,92.8333333333,Great Andamanese,Great Andamanese,0,X,India,IND,10 Extinct,,0.64,1326093247.0,Point(83.0 22.8)
apq,gan,Great Andamanese,Eurasia,IN,12.0,92.6666666667,,,0,X,India,IND,10 Extinct,,0.64,1326093247.0,Point(83.0 22.8)
apy,apl,Apalaí,South America,BR,0.0,-54.0,Cariban,Cariban,0,L,Brazil,BRA,5 Developing,,0.754,210147125.0,Point(-53.0 -14.0)
apt,apt,Apatani,Eurasia,IN,27.5,93.75,Sino-Tibetan,Tani,0,L,India,IND,6b Threatened,,0.64,1326093247.0,Point(83.0 22.8)
apu,apu,Apurinã,South America,BR,-9.0,-67.0,Arawakan,Purus,0,L,Brazil,BRA,6b Threatened,,0.754,210147125.0,Point(-53.0 -14.0)
apw,apw,Apache (Western),North America,US,33.75,-110.0,Na-Dene,Athapaskan,0,L,United States of America,USA,6b Threatened,,0.92,331449281.0,Point(-98.5795 39.828175)
arw,ara,Arawak,South America,SR,5.5,-55.1666666667,Arawakan,Caribbean Arawakan,0,L,"['France', 'Venezuela', 'Suriname', 'Guyana', 'French Guiana']","['FRA', 'VEN', 'SUR', 'GUY', 'GUF']",8a Moribund,2500.0,"[0.888, 0.761, 0.72, 0.654]","[66628000.0, 28515829.0, 563402.0, 777859.0, 276128.0]","['Point(2.0 47.0)', 'Point(-67.0 8.0)', 'Point(-56.0 4.0)', 'Point(-59.316667 5.733333)', 'Point(-52.99994 3.99886)']"
arl,arb,Arabela,South America,PE,-2.0,-75.1666666667,Zaparoan,Zaparoan,0,L,Peru,PER,8a Moribund,50.0,0.75,29381884.0,Point(-76.0 -9.4)
aqc,arc,Archi,Eurasia,RU,42.0,46.8333333333,Nakh-Daghestanian,Lezgic,0,L,Russia,RUS,6b Threatened,970.0,0.816,146804372.0,Point(94.25 66.416666666)
jbj,ard,Arandai,Papunesia,ID,-2.08333333333,133.0,South Bird's Head,South Bird's Head Proper,0,L,Indonesia,IDN,6b Threatened,,0.694,270625568.0,Point(118.0 -2.0)
afb,arg,Arabic (Gulf),Eurasia,KW OM QA IR SA IQ BH,26.0,49.0,Afro-Asiatic,Semitic,0,L,"['Kuwait', 'Oman', 'Qatar', 'Saudi Arabia', 'United Arab Emirates', 'Iran', 'Iraq']","['KWT', 'OMN', 'QAT', 'SAU', 'ARE', 'IRN', 'IRQ']",3 Wider Communication,,"[0.803, 0.821, 0.856, 0.853, 0.863, 0.798, 0.685]","[4600000.0, 4829480.0, 2639211.0, 33000000.0, 9400145.0, 79966230.0, 38274618.0]","['Point(47.6 29.166667)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(54.3 24.4)', 'Point(53.0 32.0)', 'Point(43.0 33.0)']"
afb,arj,Arabic (Kuwaiti),Eurasia,KW,29.5,47.5,Afro-Asiatic,Semitic,0,L,"['Kuwait', 'Oman', 'Qatar', 'Saudi Arabia', 'United Arab Emirates', 'Iran', 'Iraq']","['KWT', 'OMN', 'QAT', 'SAU', 'ARE', 'IRN', 'IRQ']",3 Wider Communication,,"[0.803, 0.821, 0.856, 0.853, 0.863, 0.798, 0.685]","[4600000.0, 4829480.0, 2639211.0, 33000000.0, 9400145.0, 79966230.0, 38274618.0]","['Point(47.6 29.166667)', 'Point(57.0 21.0)', 'Point(51.212767 25.269535)', 'Point(44.116667 23.716667)', 'Point(54.3 24.4)', 'Point(53.0 32.0)', 'Point(43.0 33.0)']"
acw,arh,Arabic (Hijazi),Eurasia,SA,26.0,38.0,Afro-Asiatic,Semitic,0,L,Saudi Arabia,SAU,6a Vigorous,6031700.0,0.853,33000000.0,Point(44.116667 23.716667)
laz,ari,Aribwatsa,Papunesia,PG,-6.71666666667,147.0,Austronesian,Oceanic,0,X,Papua New Guinea,PNG,10 Extinct,,0.555,8935000.0,Point(147.0 -6.3)
akr,ark,Araki,Papunesia,VU,-15.6666666667,166.916666667,Austronesian,Oceanic,0,L,Vanuatu,VUT,8b Nearly Extinct,,0.603,276244.0,Point(168.016669444 -16.633330555)
hye,arm,Armenian (Eastern),Eurasia,AM,40.0,45.0,Indo-European,Armenian,0,L,"['United States of America', 'Greece', 'Uruguay', 'France', 'Russia', 'Germany', 'Azerbaijan', 'Cyprus', 'Georgia', 'Malta', 'Armenia', 'Australia', 'Argentina', 'Iran', 'Lebanon', 'Syria', 'Republic of Artsakh']","['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']",1 National,6700000.0,"[0.92, 0.865, 0.804, 0.888, 0.816, 0.926, 0.751, 0.85, 0.754, 0.839, 0.743, 0.939, 0.825, 0.798, 0.757, 0.536]","[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']"
hye,arw,Armenian (Western),Eurasia,TR,38.5,43.5,Indo-European,Armenian,0,L,"['United States of America', 'Greece', 'Uruguay', 'France', 'Russia', 'Germany', 'Azerbaijan', 'Cyprus', 'Georgia', 'Malta', 'Armenia', 'Australia', 'Argentina', 'Iran', 'Lebanon', 'Syria', 'Republic of Artsakh']","['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']",1 National,6700000.0,"[0.92, 0.865, 0.804, 0.888, 0.816, 0.926, 0.751, 0.85, 0.754, 0.839, 0.743, 0.939, 0.825, 0.798, 0.757, 0.536]","[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']"
hye,arz,Armenian (Iranian),Eurasia,IR,32.6666666667,51.6666666667,Indo-European,Armenian,0,L,"['United States of America', 'Greece', 'Uruguay', 'France', 'Russia', 'Germany', 'Azerbaijan', 'Cyprus', 'Georgia', 'Malta', 'Armenia', 'Australia', 'Argentina', 'Iran', 'Lebanon', 'Syria', 'Republic of Artsakh']","['USA', 'GRC', 'URY', 'FRA', 'RUS', 'DEU', 'AZE', 'CYP', 'GEO', 'MLT', 'ARM', 'AUS', 'ARG', 'IRN', 'LBN', 'SYR']",1 National,6700000.0,"[0.92, 0.865, 0.804, 0.888, 0.816, 0.926, 0.751, 0.85, 0.754, 0.839, 0.743, 0.939, 0.825, 0.798, 0.757, 0.536]","[331449281.0, 10760421.0, 3456750.0, 66628000.0, 146804372.0, 83149300.0, 10127874.0, 1141166.0, 3717100.0, 465292.0, 2930450.0, 24511800.0, 44938712.0, 79966230.0, 6100075.0, 18499181.0, 146600.0]","['Point(-98.5795 39.828175)', 'Point(23.0 38.5)', 'Point(-56.65 -32.733333333)', 'Point(2.0 47.0)', 'Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(47.7 40.3)', 'Point(33.0 35.0)', 'Point(43.733330555 42.016669444)', 'Point(14.5 35.883333333)', 'Point(44.95 40.383333)', 'Point(137.0 -28.0)', 'Point(-64.0 -34.0)', 'Point(53.0 32.0)', 'Point(35.766667 33.833333)', 'Point(38.583333 35.216667)', 'Point(46.716666666 39.866666666)']"
aia,aro,Arosi,Papunesia,SB,-10.25,161.333333333,Austronesian,Oceanic,0,L,Solomon Islands,SLB,5 Developing,,0.546,611343.0,Point(159.816666666 -9.466666666)
ape,arp,Arapesh (Mountain),Papunesia,PG,-3.46666666667,143.166666667,Torricelli,Kombio-Arapesh,0,L,Papua New Guinea,PNG,7 Shifting,,0.555,8935000.0,Point(147.0 -6.3)
acm,arq,Arabic (Iraqi),Eurasia,IQ,33.0,44.0,Afro-Asiatic,Semitic,0,L,"['Iran', 'Iraq', 'Syria']","['IRN', 'IRQ', 'SYR']",3 Wider Communication,,"[0.798, 0.685, 0.536]","[79966230.0, 38274618.0, 18499181.0]","['Point(53.0 32.0)', 'Point(43.0 33.0)', 'Point(38.583333 35.216667)']"
ayn,ars,Arabic (San'ani),Eurasia,YE,16.0,44.0,Afro-Asiatic,Semitic,0,L,Yemen,YEM,6a Vigorous,,0.452,28250420.0,Point(48.0 15.5)
alu,arx,'Are'are,Papunesia,SB,-9.25,161.166666667,Austronesian,Oceanic,0,L,Solomon Islands,SLB,5 Developing,,0.546,611343.0,Point(159.816666666 -9.466666666)
ase,asl,American Sign Language,North America,CA US,39.0,-78.0,other,Sign Languages,1,L,"['Canada', 'United States of America']","['CAN', 'USA']",5 Developing,250000.0,"[0.926, 0.92]","[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']"
tml,asm,Asmat,Papunesia,ID,-5.5,138.5,Trans-New Guinea,Asmat-Kamoro,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
alt,aso,Altai (Southern),Eurasia,RU,51.0,87.0,Altaic,Turkic,0,L,Russia,RUS,2 Provincial,55720.0,0.816,146804372.0,Point(94.25 66.416666666)
asm,ass,Assamese,Eurasia,IN,26.0,93.0,Indo-European,Indic,0,L,India,IND,2 Provincial,17000000.0,0.64,1326093247.0,Point(83.0 22.8)
ast,ast,Asturian,Eurasia,ES,43.25,-6.0,Indo-European,Romance,0,L,"['Spain', 'Portugal']","['ESP', 'PRT']",6b Threatened,"[100000.0, 110000.0, 450000.0]","[0.876, 0.83]","[46733038.0, 10295909.0]","['Point(-3.5 40.2)', 'Point(-9.183333333 38.7)']"
asu,asu,Asuriní,South America,BR,-3.5,-49.5,Tupian,Tupi-Guaraní,0,L,Brazil,BRA,7 Shifting,,0.754,210147125.0,Point(-53.0 -14.0)
tay,ata,Atayal,Papunesia,TW,24.5,121.333333333,Austronesian,Atayalic,0,L,Taiwan,TWN,5 Developing,80000.0,0.911,23593794.0,Point(121.0 24.0)
atq,atb,Aralle-Tabulahan,Papunesia,ID,-2.75,119.25,Austronesian,South Sulawesi,0,L,Indonesia,IDN,5 Developing,12000.0,0.694,270625568.0,Point(118.0 -2.0)
upv,atc,Atchin,Papunesia,VU,-16.0,167.333333333,Austronesian,Oceanic,0,L,Vanuatu,VUT,5 Developing,,0.603,276244.0,Point(168.016669444 -16.633330555)
aph,ath,Athpare,Eurasia,NP,27.0,87.3333333333,Sino-Tibetan,Mahakiranti,0,L,Nepal,NPL,6b Threatened,,0.574,30327877.0,Point(84.0 28.0)
atj,ati,Atikamekw,North America,CA,48.0,-74.0,Algic,Algonquian,0,L,Canada,CAN,5 Developing,6160.0,0.926,37894799.0,Point(-109.0 56.0)
aqp,atk,Atakapa,North America,US,30.0,-93.5,,,0,,United States of America,USA,,,0.92,331449281.0,Point(-98.5795 39.828175)
kuz,atm,Atacameño,South America,CL BO AR,-23.0,-69.0,Kunza,Kunza,0,L,Chile,CHL,9 Dormant,,0.832,18054726.0,Point(-71.0 -33.0)
ems,atq,Alutiiq,North America,US,57.0,-157.0,Eskimo-Aleut,Eskimo,0,L,United States of America,USA,8a Moribund,450.0,0.92,331449281.0,Point(-98.5795 39.828175)
atw,ats,Atsugewi,North America,US,40.75,-121.0,Hokan,Palaihnihan,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
aeb,atu,Arabic (Tunisian),Africa,TN,36.75,10.25,Afro-Asiatic,Semitic,0,L,Tunisia,TUN,3 Wider Communication,11200000.0,0.735,11565204.0,Point(10.0 34.0)
avt,au,Au,Papunesia,PG,-3.58333333333,142.083333333,Torricelli,Wapei-Palei,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
aul,aul,Aulua,Papunesia,VU,-16.3333333333,167.666666667,Austronesian,Oceanic,0,L,Vanuatu,VUT,6a Vigorous,,0.603,276244.0,Point(168.016669444 -16.633330555)
asf,aus,Auslan,Australia,AU,-30.0,145.0,other,Sign Languages,0,L,Australia,AUS,5 Developing,10100.0,0.939,24511800.0,Point(137.0 -28.0)
auy,auy,Auyana,Papunesia,PG,-6.5,145.75,Trans-New Guinea,Eastern Highlands,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
ava,ava,Avar,Eurasia,AZ RU,42.5,46.5,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L,"['Russia', 'Azerbaijan', 'Georgia']","['RUS', 'AZE', 'GEO']",3 Wider Communication,"[715000.0, 766500.0]","[0.816, 0.751, 0.754]","[146804372.0, 10127874.0, 3717100.0]","['Point(94.25 66.416666666)', 'Point(47.7 40.3)', 'Point(43.733330555 42.016669444)']"
avi,avk,Avikam,Africa,CI,5.16666666667,-5.5,Niger-Congo,Kwa,0,L,Ivory Coast,CIV,5 Developing,,0.492,24294750.0,Point(-6.0 8.0)
avu,avo,Avokaya,Africa,CD SS,4.66666666667,30.0,Central Sudanic,Moru-Ma'di,0,L,"['South Sudan', 'Democratic Republic of the Congo']","['SSD', 'COD']",5 Developing,,"[0.388, 0.457]","[12575714.0, 86790567.0]","['Point(30.0 7.0)', 'Point(23.656 -2.88)']"
avn,avt,Avatime,Africa,GH,6.83333333333,0.416666666667,Niger-Congo,Kwa,0,L,Ghana,GHA,5 Developing,,0.592,26908262.0,Point(-0.5 8.0)
awb,awa,Awa,Papunesia,PG,-6.66666666667,145.75,Trans-New Guinea,Eastern Highlands,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
awa,awd,Awadhi,Eurasia,IN NP,27.5,81.5,Indo-European,Indic,0,L,"['India', 'Nepal']","['IND', 'NPL']",5 Developing,38000000.0,"[0.64, 0.574]","[1326093247.0, 30327877.0]","['Point(83.0 22.8)', 'Point(84.0 28.0)']"
are,awe,Arrernte (Western),Australia,AU,-24.0,132.5,Pama-Nyungan,Central Pama-Nyungan,0,L,Australia,AUS,5 Developing,,0.939,24511800.0,Point(137.0 -28.0)
awi,awi,Aekyom,Papunesia,PG,-5.75,141.416666667,Awin-Pare,Awin-Pare,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
png,awk,Akwa,Africa,NG,10.0833333333,6.33333333333,Niger-Congo,Kainji,0,L,Nigeria,NGA,6a Vigorous,,0.532,190886311.0,Point(8.0 9.0)
awn,awn,Awngi,Africa,ET,10.8333333333,36.6666666667,Afro-Asiatic,Central Cushitic,0,L,Ethiopia,ETH,4 Educational,490000.0,0.463,104957438.0,Point(40.0 9.0)
kwi,awp,Awa Pit,South America,EC CO,1.5,-78.25,Barbacoan,Barbacoan,0,L,"['Ecuador', 'Colombia']","['ECU', 'COL']",6b Threatened,,"[0.746, 0.747]","[16624858.0, 49065615.0]","['Point(-78.0 -1.0)', 'Point(-74.0 4.0)']"
kmn,awt,Awtuw,Papunesia,PG,-3.58333333333,142.0,Sepik,Ram,0,L,Papua New Guinea,PNG,6b Threatened,,0.555,8935000.0,Point(147.0 -6.3)
auw,awy,Awyi,Papunesia,ID,-2.91666666667,140.583333333,Border,Border,0,L,Indonesia,IDN,8a Moribund,350.0,0.694,270625568.0,Point(118.0 -2.0)
akv,axv,Akhvakh,Eurasia,RU,42.3333333333,46.3333333333,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L,Russia,RUS,6b Threatened,210.0,0.816,146804372.0,Point(94.25 66.416666666)
any,ayi,Anyi,Africa,CI,7.0,-3.5,Niger-Congo,Kwa,0,L,"['Ghana', 'Ivory Coast']","['GHA', 'CIV']",5 Developing,,"[0.592, 0.492]","[26908262.0, 24294750.0]","['Point(-0.5 8.0)', 'Point(-6.0 8.0)']"
ayc,aym,Aymara (Central),South America,CL BO PE,-17.0,-69.0,Aymaran,Aymaran,0,L,Peru,PER,6a Vigorous,,0.75,29381884.0,Point(-76.0 -9.4)
aib,ayn,Aynu,Eurasia,CN,39.5,76.0,Altaic,Turkic,0,L,People's Republic of China,CHN,6b Threatened,12000.0,0.752,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222)
ayo,ayr,Ayoreo,South America,PY,-20.25,-59.25,Zamucoan,Zamucoan,0,L,"['Paraguay', 'Bolivia']","['PRY', 'BOL']",5 Developing,,"[0.702, 0.693]","[6811297.0, 11051600.0]","['Point(-58.0 -23.5)', 'Point(-64.991228611 -17.056869611)']"
nfl,ayw,Ayiwo,Papunesia,SB,-10.3333333333,166.25,Austronesian,Oceanic,0,L,Solomon Islands,SLB,6a Vigorous,,0.546,611343.0,Point(159.816666666 -9.466666666)
azb,azi,Azari (Iranian),Eurasia,IR IQ,37.5,47.0,Altaic,Turkic,0,L,"['Turkey', 'Iran']","['TUR', 'IRN']",3 Wider Communication,14640650.0,"[0.82, 0.798]","[83614362.0, 79966230.0]","['Point(36.0 39.0)', 'Point(53.0 32.0)']"
bav,bab,Babungo,Africa,CM,6.11666666667,10.4166666667,Niger-Congo,Bantoid,0,L,Cameroon,CMR,5 Developing,,0.556,24053727.0,Point(12.0 7.0)
wdj,bac,Bachamal,Australia,AU,-13.1666666667,130.166666667,Anson Bay,Anson Bay,0,L,Australia,AUS,8b Nearly Extinct,5.0,0.939,24511800.0,Point(137.0 -28.0)
wdj,pun,Pungupungu,Australia,AU,-13.5,130.416666667,Anson Bay,Anson Bay,0,L,Australia,AUS,8b Nearly Extinct,5.0,0.939,24511800.0,Point(137.0 -28.0)
