ISO,WALS_ID,Name,Macroarea,Latitude,Longitude,Family,Subfamily,Genus,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A,Status_X_L,Lenguaje de Señas,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord
ads,ada,Adamorobe Sign Language,Africa,5.83333333333,-0.166666666667,other,,Sign Languages,GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,1,Ghana,GHA,6a Vigorous,,0.592,26908262.0,Point(-0.5 8.0)
adn,adg,Adang,Papunesia,-8.2,124.0,Timor-Alor-Pantar,,Greater Alor,ID,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,,,,,,,,,17.0,,,2.0,4.0,3.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,9.0,,,,2.0,,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,3.0,,2.0,,1.0,,2.0,,,,L,0,Indonesia,IDN,6b Threatened,3000.0,0.694,270625568.0,Point(118.0 -2.0)
adj,adi,Adioukrou,Africa,5.41666666667,-4.58333333333,Niger-Congo,,Kwa,CI,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,6.0,,,,4.0,8.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,9.0,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,2.0,2.0,5.0,3.0,4.0,4.0,,,,L,0,Ivory Coast,CIV,5 Developing,,0.492,24294750.0,Point(-6.0 8.0)
ano,adk,Andoke,South America,-0.666666666667,-72.0,,,,CO,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,1.0,,1.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,4.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,3.0,2.0,,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,3.0,L,0,Colombia,COL,8b Nearly Extinct,,0.747,49065615.0,Point(-74.0 4.0)
adt,adn,Adynyamathanha,Australia,-30.5,139.5,Pama-Nyungan,,Central Pama-Nyungan,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,5.0,5.0,5.0,,,,L,0,Australia,AUS,8b Nearly Extinct,,0.939,24511800.0,Point(137.0 -28.0)
ady,adt,Adyghe (Temirgoy),Eurasia,45.2166666667,39.7,Northwest Caucasian,,Northwest Caucasian,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Turkey', 'Russia', 'Jordan', 'Syria']","['TUR', 'RUS', 'JOR', 'SYR']",2 Provincial,"[117500.0, 575900.0]","[0.82, 0.816, 0.748, 0.536]","[83614362.0, 146804372.0, 10428241.0, 18499181.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']"
ady,ady,Adyghe (Abzakh),Eurasia,45.2333333333,40.5833333333,Northwest Caucasian,,Northwest Caucasian,RU,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,2.0,3.0,,,,,,,,,,,,,,1.0,,2.0,,,3.0,L,0,"['Turkey', 'Russia', 'Jordan', 'Syria']","['TUR', 'RUS', 'JOR', 'SYR']",2 Provincial,"[117500.0, 575900.0]","[0.82, 0.816, 0.748, 0.536]","[83614362.0, 146804372.0, 10428241.0, 18499181.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']"
ady,ash,Adyghe (Shapsugh),Eurasia,45.0,38.75,Northwest Caucasian,,Northwest Caucasian,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Turkey', 'Russia', 'Jordan', 'Syria']","['TUR', 'RUS', 'JOR', 'SYR']",2 Provincial,"[117500.0, 575900.0]","[0.82, 0.816, 0.748, 0.536]","[83614362.0, 146804372.0, 10428241.0, 18499181.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(36.5 31.2)', 'Point(38.583333 35.216667)']"
ale,aea,Aleut (Eastern),North America,54.75,-164.0,Eskimo-Aleut,,Aleut,US,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,L,0,United States of America,USA,8a Moribund,155.0,0.92,331449281.0,Point(-98.5795 39.828175)
ale,ale,Aleut,North America,54.0,-166.0,Eskimo-Aleut,,Aleut,US,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,2.0,,3.0,,,,,,,,,,2.0,,,,,,2.0,,4.0,1.0,3.0,6.0,4.0,,,2.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,L,0,United States of America,USA,8a Moribund,155.0,0.92,331449281.0,Point(-98.5795 39.828175)
arz,aeg,Arabic (Egyptian),Africa,30.0,31.0,Afro-Asiatic,,Semitic,EG,2.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,8.0,5.0,2.0,,2.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,4.0,3.0,2.0,,,,,,3.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,15.0,,14.0,,3.0,2.0,4.0,19.0,3.0,,15.0,,,15.0,4.0,7.0,6.0,4.0,,,,,,,,,,,,,,,1.0,4.0,7.0,1.0,1.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,4.0,4.0,3.0,4.0,3.0,,4.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,,3.0,1.0,4.0,1.0,9.0,2.0,6.0,1.0,1.0,,2.0,2.0,1.0,1.0,3.0,,,6.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,,,,,2.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,L,0,Egypt,EGY,3 Wider Communication,100542400.0,0.696,94798827.0,Point(29.0 27.0)
ayl,ael,Arabic (Eastern Libyan),Africa,32.0,22.0,Afro-Asiatic,,Semitic,LY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Egypt', 'Libya', 'Niger']","['EGY', 'LBY', 'NER']",3 Wider Communication,4320500.0,"[0.696, 0.706, 0.354]","[94798827.0, 6678567.0, 21477348.0]","['Point(29.0 27.0)', 'Point(17.0 27.0)', 'Point(10.0 17.0)']"
afr,afr,Afrikaans,Africa,-31.0,22.0,Indo-European,,Germanic,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,1.0,,,,,1.0,,,,,,1.0,6.0,1.0,,,,,,,,,,,,,2.0,1.0,2.0,2.0,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['South Africa', 'Botswana', 'Namibia']","['ZAF', 'BWA', 'NAM']",1 National,"[7200000.0, 10300000.0]","[0.699, 0.717, 0.647]","[59622350.0, 2291661.0, 2533794.0]","['Point(24.0 -29.0)', 'Point(23.7 -22.2)', 'Point(17.0 -23.0)']"
agd,aga,Agarabi,Papunesia,-6.16666666667,146.0,Trans-New Guinea,,Eastern Highlands,PG,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,4.0,,,,,,,,,,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,2.0,,,,,2.0,,4.0,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,6.0,,,,,1.0,,,,L,0,Papua New Guinea,PNG,6a Vigorous,27000.0,0.555,8935000.0,Point(147.0 -6.3)
agb,agb,Leggbó,Africa,6.0,8.0,Niger-Congo,Benue-Congo,Cross River,NG,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,7.0,,,,,,,,,11.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,4.0,,,,L,0,Nigeria,NGA,6a Vigorous,,0.532,190886311.0,Point(8.0 9.0)
agt,agc,Agta (Central),Papunesia,17.9666666667,121.833333333,Austronesian,,Greater Central Philippine,PH,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,3.0,2.0,1.0,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,7.0,,,,3.0,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,2.0,2.0,,2.0,2.0,1.0,4.0,1.0,,,,,,,,,3.0,1.0,1.0,,4.0,,3.0,,,,L,0,Philippines,PHL,5 Developing,,0.699,100981437.0,Point(123.0 12.0)
duo,agd,Agta (Dupaningan),Papunesia,18.0,122.083333333,Austronesian,,Greater Central Philippine,PH,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.0,,,2.0,1.0,6.0,1.0,,,,,,,,,,3.0,1.0,,,,3.0,,,,L,0,Philippines,PHL,6b Threatened,,0.699,100981437.0,Point(123.0 12.0)
agq,agh,Aghem,Africa,6.66666666667,10.0,Niger-Congo,Benue-Congo,Bantoid,CM,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,6.0,,,,1.0,1.0,4.0,16.0,,,13.0,1.0,,,4.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,4.0,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,4.0,,,,L,0,Cameroon,CMR,5 Developing,,0.556,24053727.0,Point(12.0 7.0)
agx,agl,Aghul,Eurasia,41.75,47.6666666667,Nakh-Daghestanian,Daghestanian,Lezgic,RU,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,6.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Russia,RUS,6a Vigorous,29300.0,0.816,146804372.0,Point(94.25 66.416666666)
aoa,ago,Angolar,Africa,0.25,6.5,other,,Creoles and Pidgins,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,São Tomé and Príncipe,STP,6a Vigorous,,0.589,204327.0,Point(6.6 0.316667)
agr,agr,Aguaruna,South America,-5.0,-78.0,Jivaroan,,Jivaroan,PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,L,0,Peru,PER,4 Educational,55300.0,0.75,29381884.0,Point(-76.0 -9.4)
lnj,agt,Anguthimri,Australia,-12.3333333333,141.833333333,Pama-Nyungan,,Northern Pama-Nyungan,AU,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,4.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,,,,X,0,Australia,AUS,10 Extinct,,0.939,24511800.0,Point(137.0 -28.0)
lnj,lnj,Linngithig,Australia,-12.5,142.83,Pama-Nyungan,,Northern Pama-Nyungan,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,Australia,AUS,10 Extinct,,0.939,24511800.0,Point(137.0 -28.0)
agu,agu,Aguacatec,North America,15.4166666667,-91.3333333333,Mayan,,Mayan,GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,L,0,Guatemala,GTM,4 Educational,27.0,0.627,17263239.0,Point(-90.25 15.5)
wbj,agw,Alagwa,Africa,-5.5,35.75,Afro-Asiatic,Cushitic,Southern Cushitic,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Tanzania,TZA,6b Threatened,,0.538,57310019.0,Point(34.854 -6.307)
arp,aho,Arapaho,North America,40.0,-103.0,Algic,,Algonquian,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,L,0,United States of America,USA,8a Moribund,1000.0,0.92,331449281.0,Point(-98.5795 39.828175)
mey,ahs,Arabic (Bani-Hassan),Africa,20.0,-10.0,Afro-Asiatic,,Semitic,MR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Algeria', 'Mali', 'Mauritania', 'Western Sahara']","['DZA', 'MLI', 'MRT', 'ESH']",3 Wider Communication,3763900.0,"[0.754, 0.427, 0.52]","[41318142.0, 18541980.0, 4420184.0, 582000.0]","['Point(1.0 28.0)', 'Point(-4.0 17.0)', 'Point(-11.0 21.0)', 'Point(-13.0 25.0)']"
aht,aht,Ahtna,North America,62.0,-145.0,Na-Dene,,Athapaskan,US,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,L,0,United States of America,USA,8a Moribund,80.0,0.92,331449281.0,Point(-98.5795 39.828175)
ahh,ahu,Aghu,Papunesia,-6.16666666667,140.166666667,Trans-New Guinea,,Awju-Dumut,ID,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Indonesia,IDN,6b Threatened,3000.0,0.694,270625568.0,Point(118.0 -2.0)
tba,aik,Aikaná,South America,-12.6666666667,-60.6666666667,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,L,0,Brazil,BRA,6b Threatened,,0.754,210147125.0,Point(-53.0 -14.0)
ain,ain,Ainu,Eurasia,43.0,143.0,,,,JP,6.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,,,2.0,2.0,1.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,3.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,1.0,1.0,1.0,,,,3.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,,,5.0,,2.0,5.0,2.0,2.0,1.0,6.0,2.0,1.0,,3.0,9.0,1.0,2.0,9.0,2.0,1.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,,,1.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,L,0,"['Japan', 'Russia']","['JPN', 'RUS']",8b Nearly Extinct,10.0,"[0.909, 0.816]","[126434565.0, 146804372.0]","['Point(136.0 35.0)', 'Point(94.25 66.416666666)']"
ahp,aiz,Aizi,Africa,5.25,-4.5,Niger-Congo,,Kru,CI,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,L,0,Ivory Coast,CIV,6b Threatened,,0.492,24294750.0,Point(-6.0 8.0)
aja,aja,Aja,Africa,7.33333333333,25.6666666667,Central Sudanic,,Kresh,CF SS,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,1.0,,3.0,,,,,,,,,,,,,4.0,,3.0,,,,L,0,South Sudan,SSD,8b Nearly Extinct,,0.388,12575714.0,Point(30.0 7.0)
ajg,ajg,Ajagbe,Africa,7.0,1.75,Niger-Congo,,Kwa,BJ TG,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,1.0,1.0,4.0,16.0,,,13.0,28.0,,,,,,,15.0,23.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,3.0,6.0,1.0,3.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,,,5.0,5.0,5.0,,,,L,0,"['Togo', 'Benin']","['TGO', 'BEN']",5 Developing,"[781000.0, 1133000.0]","[0.503, 0.515]","[7797694.0, 11175692.0]","['Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']"
aji,aji,Ajië,Papunesia,-21.3333333333,165.5,Austronesian,Eastern Malayo-Polynesian,Oceanic,NC,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,France,FRA,5 Developing,,0.888,66628000.0,Point(2.0 47.0)
